ubigeo,anio,ninos_evaluados,ninos_con_anemia,ninos_sin_anemia,prevalencia_anemia,gasto_total,gasto_anemia_pan,departamento,provincia,distrito,region,macroregion_inei,macroregion_minsa,capital,latitude,longitude,altitude,superficie,pob_densidad_2020,pct_cultivo,pct_construido,pct_desnudo,pct_agua_visible,n_edificios,area_construida_m2,confianza_media,area_distrito_km2,densidad_edificios_km2,elevacion_media,pendiente_media,pct_agua_permanente,pct_agua_estacional,personal_total,programa_anemia,centro_salud_municipal,personal_total_missing,programa_anemia_missing,centro_salud_municipal_missing,gasto_total_percapita,gasto_anemia_pan_percapita,log_gasto_total_percapita,log_gasto_anemia_pan_percapita,flag_gasto_outlier_administrativo
010101,2021,234.0,71.0,163.0,0.3034188034188034,745299708.0600001,44747568.78,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,Chachapoyas,-6.22944444444445,-77.8727777777777,2338.0,153.78,201.43711796072296,0.0031331502307213,0.0305284729827619,0.0033348775162476,0.0001067995314481,16298.0,1306565.4304802003,0.7831852498676517,153.79560211475933,105.97182088366054,2423.265985843032,21.25283667238062,0.0195739781232009,0.4485895221646519,198.0,0.0,0.0,0,0,0,3185041.487435898,191228.92641025642,14.973976186753712,12.16123178623373,True
010101,2022,201.0,76.0,125.0,0.3781094527363184,718269559.3,10204248.58,AMAZONAS,CHACHAPOYAS,CHACHAPOYAS,AMAZONAS,ORIENTE,MACROREGION ORIENTE,Chachapoyas,-6.22944444444445,-77.8727777777777,2338.0,153.78,201.43711796072296,0.0031331502307213,0.0305284729827619,0.0033348775162476,0.0001067995314481,16298.0,1306565.4304802003,0.7831852498676517,153.79560211475933,105.97182088366054,2423.265985843032,21.25283667238062,0.0195739781232009,0.4485895221646519,206.0,1.0,0.0,0,0,0,3573480.394527363,50767.40587064677,15.089050859116055,10.83502950840666,True
010206,2021,43.0,2.0,41.0,0.0465116279069767,123696944.68,0.0,AMAZONAS,BAGUA,LA PECA,AMAZONAS,ORIENTE,MACROREGION ORIENTE,La Peca,-5.61194444444444,-78.4369444444445,892.0,144.29,68.7088502321713,0.0155497805871499,0.0047076844670886,0.0007592306190283,6.440579103533524e-06,3477.0,301800.8635456871,0.7849802698491118,138.6675671849073,25.074356394841544,1075.3451318705384,18.25271401344129,0.0,0.0,30.0,1.0,0.0,0,0,0,2876673.1320930235,0.0,14.872145369553726,0.0,True
020201,2022,10.0,2.0,8.0,0.2,30836211.52,0.0,ANCASH,AIJA,AIJA,ANCASH,CENTRO,MACROREGION NORTE,Aija,-9.78027777777778,-77.6105555555555,3421.0,159.74,13.9351446099912,0.0005106087910454,0.0048376504198566,0.0562737941796203,0.003508564211269,2925.0,184975.7855710984,0.7644090252656203,163.0855493900086,17.935372023704264,4162.914080401086,21.40346286605861,0.3136241714974122,0.6831646595111468,12.0,1.0,1.0,0,0,0,3083621.152,0.0,14.941615487352571,0.0,True
021303,2021,18.0,18.0,0.0,1.0,89647496.76,1149507.17,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,ANCASH,CENTRO,MACROREGION NORTE,Pampachacra,-8.90222222222222,-77.2438888888889,2845.0,93.96,15.3256704980843,0.011067252438194,0.0027268994343743,0.0468749554136783,0.0095707928061503,1082.0,61302.61552071571,0.7886248625911317,98.86875066368476,10.943801683916966,3036.6084165777083,27.8494511550288,0.1078558119205907,0.7839893262174784,2.0,1.0,0.0,0,0,0,4980416.486666667,63861.50944444444,15.421024278151064,11.064487761526212,True
021303,2022,14.0,9.0,5.0,0.6428571428571429,83641681.87,30967.0,ANCASH,MARISCAL LUZURIAGA,ELEAZAR GUZMAN BARRON,ANCASH,CENTRO,MACROREGION NORTE,Pampachacra,-8.90222222222222,-77.2438888888889,2845.0,93.96,15.3256704980843,0.011067252438194,0.0027268994343743,0.0468749554136783,0.0095707928061503,1082.0,61302.61552071571,0.7886248625911317,98.86875066368476,10.943801683916966,3036.6084165777083,27.8494511550288,0.1078558119205907,0.7839893262174784,4.0,0.0,0.0,0,0,1,5974405.847857143,2211.9285714285716,15.602995378528862,7.702072062724255,True
021701,2022,40.0,18.0,22.0,0.45,126215687.74,823562.9099999999,ANCASH,RECUAY,RECUAY,ANCASH,CENTRO,MACROREGION NORTE,Recuay,-9.72166666666667,-77.4563888888889,3428.0,142.96,43.3687744823727,0.0062073557730247,0.0081911683594017,0.0438942795400587,0.0065176828363395,6308.0,448625.5904801964,0.7766658215391992,149.94233612283136,42.06950593882001,3983.1125409516094,14.716317571218132,0.3958978547686304,0.4433430895415716,11.0,1.0,0.0,0,0,0,3155392.1935,20589.07275,14.964623671707391,9.93256433328417,True
030301,2021,13.0,8.0,5.0,0.6153846153846154,50284845.74,3823887.49,APURIMAC,ANTABAMBA,ANTABAMBA,APURIMAC,SUR,MACROREGION CENTRO,Antabamba,-14.3652777777778,-72.8772222222222,3664.0,603.76,5.39618391413807,0.0029035626915532,0.0014661539595635,0.2761525392478196,0.0006061321153442,4031.0,221484.7670567257,0.7806410072045598,604.7194352085844,6.665901185414351,4516.675670549715,18.76305230821215,0.2529219386660948,0.6413320287368647,52.0,0.0,0.0,0,0,0,3868065.056923077,294145.19153846154,15.168265213207604,12.59183217286376,True
040101,2021,30.0,7.0,23.0,0.2333333333333333,2363192390.76,41754510.33,AREQUIPA,AREQUIPA,AREQUIPA,AREQUIPA,SUR,MACROREGION SUR,Arequipa,-16.3933333333333,-71.5288888888889,2429.0,2.8,33021.7857142857,0.0829856638057761,0.7295443982688572,0.055268228100066,0.0020659983259921,37642.0,4052211.539348275,0.7603552894500825,11.452619479035873,3286.7589872259387,2322.718147790855,3.701229239248905,0.1875,0.75,1514.0,1.0,1.0,0,0,0,78773079.692,1391817.011,18.182081880880457,14.146121372105247,True
040101,2022,54.0,21.0,33.0,0.3888888888888889,2286125114.67,9151508.04,AREQUIPA,AREQUIPA,AREQUIPA,AREQUIPA,SUR,MACROREGION SUR,Arequipa,-16.3933333333333,-71.5288888888889,2429.0,2.8,33021.7857142857,0.0829856638057761,0.7295443982688572,0.055268228100066,0.0020659983259921,37642.0,4052211.539348275,0.7603552894500825,11.452619479035873,3286.7589872259387,2322.718147790855,3.701229239248905,0.1875,0.75,1491.0,0.0,1.0,0,0,0,42335650.27166667,169472.3711111111,17.561140108704606,12.040451090871423,True
