ubigeo,anio,cluster
211206,2020,3
211207,2020,3
211208,2020,3
211209,2020,3
211210,2020,3
211301,2020,10
211302,2020,2
211303,2020,10
211304,2020,10
211305,2020,10
211306,2020,10
211307,2020,10
220101,2020,2
220102,2020,2
220103,2020,2
220104,2020,2
220105,2020,2
220106,2020,2
220201,2020,2
220202,2020,2
220203,2020,2
220204,2020,2
220205,2020,2
220206,2020,2
220301,2020,2
220302,2020,2
220303,2020,2
220304,2020,2
220305,2020,2
220401,2020,2
220402,2020,2
220403,2020,2
220404,2020,2
220405,2020,2
220406,2020,2
220501,2020,2
220502,2020,2
220503,2020,2
220504,2020,2
220505,2020,2
220506,2020,2
220507,2020,2
220508,2020,2
220509,2020,2
220510,2020,2
220511,2020,2
220601,2020,2
220602,2020,3
220603,2020,3
220604,2020,2
220605,2020,2
220701,2020,2
220702,2020,2
220703,2020,2
220704,2020,2
220705,2020,2
220706,2020,2
220707,2020,2
220708,2020,2
220709,2020,2
220710,2020,2
220801,2020,2
220802,2020,2
220803,2020,2
220804,2020,2
220805,2020,2
220806,2020,2
220807,2020,2
220808,2020,2
220809,2020,2
220901,2020,2
220902,2020,2
220903,2020,2
220904,2020,2
220905,2020,2
220906,2020,2
220907,2020,2
220908,2020,2
220909,2020,2
220910,2020,2
220911,2020,2
220912,2020,2
220913,2020,2
220914,2020,2
221001,2020,3
221002,2020,3
221003,2020,3
221004,2020,3
221005,2020,3
221006,2020,2
230101,2020,8
230102,2020,8
230103,2020,8
230104,2020,8
230105,2020,8
230106,2020,8
230107,2020,8
230108,2020,8
230109,2020,8
230110,2020,1
230111,2020,1
230201,2020,8
230202,2020,8
230203,2020,8
230204,2020,8
230205,2020,8
230206,2020,8
230301,2020,8
230302,2020,8
230303,2020,8
230401,2020,8
230402,2020,8
230403,2020,8
230404,2020,8
230405,2020,8
230406,2020,8
230407,2020,8
230408,2020,8
240101,2020,2
240102,2020,2
240103,2020,2
240104,2020,2
240105,2020,2
240106,2020,2
240201,2020,2
240202,2020,2
240203,2020,2
240301,2020,2
240302,2020,2
240303,2020,2
240304,2020,2
250101,2020,2
250102,2020,2
250103,2020,2
250104,2020,2
250105,2020,2
250106,2020,2
250107,2020,2
250201,2020,2
250202,2020,2
250203,2020,2
250204,2020,2
250301,2020,2
250302,2020,2
250303,2020,2
250304,2020,2
250305,2020,2
250306,2020,2
250307,2020,2
250401,2020,2
010101,2021,4
010102,2021,4
010103,2021,3
010104,2021,4
010105,2021,4
010106,2021,3
010107,2021,4
010108,2021,4
010109,2021,4
010110,2021,3
010111,2021,4
010112,2021,4
010113,2021,4
010114,2021,4
010115,2021,4
010116,2021,4
010117,2021,4
010118,2021,4
010119,2021,4
010120,2021,4
010121,2021,4
010201,2021,2
010202,2021,3
010203,2021,2
010204,2021,2
010205,2021,3
010206,2021,2
010301,2021,4
010302,2021,4
010303,2021,4
010304,2021,4
010305,2021,4
010306,2021,3
010307,2021,4
010308,2021,4
010309,2021,4
010310,2021,4
010311,2021,4
010312,2021,3
010401,2021,3
010402,2021,3
010403,2021,2
010501,2021,4
010502,2021,4
010503,2021,4
010504,2021,4
010505,2021,4
010506,2021,4
010507,2021,4
010508,2021,4
010509,2021,4
010510,2021,4
010511,2021,4
010512,2021,4
010513,2021,4
010514,2021,4
010515,2021,4
010516,2021,4
010517,2021,4
010518,2021,4
010519,2021,4
010520,2021,4
010521,2021,4
010522,2021,4
010523,2021,4
010601,2021,4
010602,2021,4
010603,2021,4
010604,2021,4
010605,2021,4
010606,2021,4
010607,2021,4
010608,2021,4
010609,2021,4
010610,2021,4
010611,2021,4
010612,2021,4
010701,2021,2
010702,2021,3
010703,2021,4
010704,2021,2
010705,2021,4
010706,2021,4
010707,2021,4
020101,2021,9
020102,2021,6
020103,2021,6
020104,2021,6
020105,2021,0
020106,2021,0
020107,2021,6
020108,2021,9
020109,2021,6
020110,2021,6
020111,2021,0
020112,2021,0
020201,2021,5
020202,2021,6
020203,2021,5
020204,2021,5
020205,2021,6
020301,2021,5
020302,2021,5
020303,2021,5
020304,2021,5
020305,2021,5
020306,2021,5
020401,2021,0
020402,2021,0
020501,2021,5
020502,2021,5
020503,2021,6
020504,2021,5
020505,2021,6
020506,2021,6
020507,2021,6
020508,2021,5
020509,2021,5
020510,2021,6
020511,2021,6
020512,2021,6
020513,2021,6
020514,2021,6
020515,2021,6
020601,2021,0
020602,2021,0
020603,2021,0
020604,2021,0
020605,2021,0
020606,2021,0
020607,2021,0
020608,2021,0
020609,2021,0
020610,2021,0
020611,2021,0
020701,2021,0
020702,2021,5
020703,2021,5
020801,2021,6
020802,2021,6
020803,2021,1
020804,2021,6
020901,2021,6
020902,2021,5
020903,2021,6
020904,2021,5
020905,2021,6
020906,2021,6
020907,2021,6
021001,2021,0
021002,2021,5
021003,2021,5
021004,2021,9
021005,2021,5
021006,2021,5
021007,2021,5
021008,2021,0
021009,2021,5
021010,2021,5
021011,2021,5
021012,2021,5
021013,2021,5
021014,2021,5
021015,2021,5
021016,2021,5
021101,2021,6
021102,2021,6
021103,2021,6
021104,2021,6
021105,2021,6
021201,2021,0
021202,2021,6
021203,2021,0
021204,2021,6
021205,2021,0
021206,2021,6
021207,2021,0
021208,2021,0
021209,2021,6
021210,2021,6
021301,2021,5
021302,2021,5
021303,2021,5
021304,2021,5
021305,2021,5
021306,2021,5
021307,2021,5
021308,2021,5
021401,2021,6
021402,2021,6
021403,2021,6
021404,2021,6
021405,2021,6
021406,2021,6
021407,2021,6
021408,2021,6
021409,2021,6
021410,2021,6
021501,2021,6
021502,2021,6
021503,2021,5
021504,2021,3
021505,2021,6
021506,2021,6
021507,2021,6
021508,2021,6
021509,2021,5
021510,2021,6
021511,2021,6
021601,2021,5
021602,2021,5
021603,2021,5
021604,2021,5
021701,2021,9
021702,2021,5
021703,2021,6
021704,2021,6
021705,2021,6
021706,2021,5
021707,2021,5
021708,2021,6
021709,2021,6
021710,2021,9
021801,2021,1
021802,2021,6
021803,2021,1
021804,2021,6
021805,2021,6
021806,2021,6
021807,2021,1
021808,2021,1
021809,2021,1
021901,2021,5
021902,2021,5
021903,2021,5
021904,2021,5
021905,2021,5
021906,2021,5
021907,2021,5
021908,2021,5
021909,2021,5
021910,2021,5
022001,2021,0
022002,2021,6
022003,2021,0
022004,2021,0
022005,2021,6
022006,2021,0
022007,2021,6
022008,2021,0
030101,2021,5
030102,2021,5
030103,2021,5
030104,2021,5
030105,2021,3
030106,2021,5
030107,2021,5
030108,2021,5
030109,2021,5
030201,2021,0
030202,2021,0
030203,2021,5
030204,2021,5
030205,2021,5
030206,2021,5
030207,2021,5
030208,2021,3
030209,2021,0
030210,2021,9
030211,2021,5
030212,2021,5
030213,2021,5
030214,2021,5
030215,2021,0
030216,2021,0
030217,2021,5
030218,2021,0
030219,2021,0
030220,2021,0
030301,2021,8
030302,2021,5
030303,2021,5
030304,2021,8
030305,2021,9
030306,2021,5
030307,2021,5
030401,2021,5
030402,2021,5
030403,2021,5
030404,2021,5
030405,2021,5
030406,2021,9
030407,2021,5
030408,2021,5
030409,2021,5
030410,2021,5
030411,2021,5
030412,2021,9
030413,2021,5
030414,2021,5
030415,2021,5
030416,2021,5
030417,2021,5
030501,2021,5
030502,2021,5
030503,2021,5
030504,2021,9
030505,2021,5
030506,2021,5
030601,2021,5
030602,2021,5
030603,2021,5
030604,2021,5
030605,2021,0
030606,2021,5
030607,2021,5
030608,2021,5
030609,2021,5
030610,2021,5
030611,2021,5
030612,2021,5
030701,2021,5
030702,2021,5
030703,2021,5
030704,2021,5
030705,2021,5
030706,2021,5
030707,2021,5
030708,2021,5
030709,2021,5
030710,2021,5
030711,2021,5
030712,2021,5
030713,2021,5
030714,2021,5
040101,2021,10
040102,2021,10
040103,2021,10
040104,2021,10
040105,2021,10
040106,2021,10
040107,2021,10
040108,2021,8
040109,2021,10
040110,2021,10
040111,2021,10
040112,2021,10
040113,2021,8
040114,2021,8
040115,2021,8
040116,2021,10
040117,2021,10
040118,2021,8
040119,2021,8
040120,2021,8
040121,2021,8
040122,2021,10
040123,2021,10
040124,2021,8
040125,2021,8
040126,2021,10
040127,2021,8
040128,2021,8
040129,2021,10
040201,2021,1
040202,2021,1
040203,2021,8
040204,2021,1
040205,2021,1
040206,2021,8
040207,2021,8
040208,2021,1
040301,2021,8
040302,2021,8
040303,2021,8
040304,2021,8
040305,2021,8
040306,2021,8
040307,2021,8
040308,2021,8
040309,2021,8
040310,2021,8
040311,2021,8
040312,2021,8
040313,2021,8
040401,2021,8
040402,2021,8
040403,2021,8
040404,2021,8
040405,2021,8
040406,2021,8
040407,2021,8
040408,2021,8
040409,2021,8
040410,2021,8
040411,2021,8
040412,2021,8
040413,2021,8
040414,2021,8
040501,2021,8
040502,2021,8
040503,2021,8
040504,2021,9
040505,2021,9
040506,2021,8
040507,2021,8
040508,2021,8
040509,2021,8
040510,2021,8
040511,2021,8
040512,2021,8
040513,2021,8
040514,2021,9
040515,2021,9
040516,2021,8
040517,2021,9
040518,2021,8
040519,2021,8
040520,2021,8
040601,2021,8
040602,2021,8
040603,2021,9
040604,2021,6
040605,2021,8
040606,2021,8
040607,2021,8
040608,2021,8
040701,2021,8
040702,2021,8
040703,2021,1
040704,2021,8
040705,2021,1
040706,2021,8
040801,2021,8
040802,2021,8
040803,2021,6
040804,2021,8
040805,2021,8
040806,2021,9
040807,2021,6
040808,2021,6
040809,2021,6
040810,2021,8
040811,2021,6
050101,2021,0
050102,2021,0
050103,2021,0
050104,2021,0
050105,2021,0
050106,2021,5
050107,2021,0
050108,2021,0
050109,2021,0
050110,2021,10
050111,2021,0
050112,2021,0
050113,2021,0
050114,2021,0
050115,2021,0
050116,2021,10
050201,2021,0
050202,2021,5
050203,2021,0
050204,2021,0
050205,2021,9
050206,2021,5
050301,2021,9
050302,2021,5
050303,2021,5
050304,2021,9
050401,2021,0
050402,2021,5
050403,2021,0
050404,2021,0
050405,2021,5
050406,2021,5
050407,2021,3
050408,2021,3
050409,2021,3
050410,2021,5
050411,2021,3
050412,2021,5
050413,2021,3
050501,2021,5
050502,2021,3
050503,2021,3
050504,2021,0
050505,2021,3
050506,2021,5
050507,2021,3
050508,2021,0
050509,2021,3
050510,2021,3
050511,2021,3
050512,2021,3
050513,2021,3
050514,2021,0
050515,2021,0
050601,2021,9
050602,2021,5
050603,2021,9
050604,2021,9
050605,2021,8
050606,2021,9
050607,2021,6
050608,2021,8
050609,2021,8
050610,2021,8
050611,2021,8
050612,2021,8
050613,2021,8
050614,2021,8
050615,2021,8
050616,2021,8
050617,2021,8
050618,2021,8
050619,2021,8
050620,2021,5
050621,2021,8
050701,2021,9
050702,2021,8
050703,2021,8
050704,2021,8
050705,2021,8
050706,2021,8
050707,2021,8
050708,2021,8
050801,2021,6
050802,2021,6
050803,2021,6
050804,2021,8
050805,2021,8
050806,2021,8
050807,2021,6
050808,2021,8
050809,2021,6
050810,2021,8
050901,2021,5
050902,2021,5
050903,2021,5
050904,2021,5
050905,2021,5
050906,2021,5
050907,2021,5
050908,2021,9
050909,2021,5
050910,2021,5
050911,2021,9
051001,2021,5
051002,2021,5
051003,2021,5
051004,2021,5
051005,2021,5
051006,2021,5
051007,2021,5
051008,2021,5
051009,2021,5
051010,2021,5
051011,2021,5
051012,2021,9
051101,2021,5
051102,2021,5
051103,2021,5
051104,2021,5
051105,2021,5
051106,2021,5
051107,2021,5
051108,2021,0
060101,2021,0
060102,2021,0
060103,2021,0
060104,2021,0
060105,2021,0
060106,2021,0
060107,2021,0
060108,2021,0
060109,2021,0
060110,2021,0
060111,2021,0
060112,2021,0
060201,2021,0
060202,2021,0
060203,2021,0
060204,2021,0
060301,2021,0
060302,2021,3
060303,2021,4
060304,2021,0
060305,2021,4
060306,2021,4
060307,2021,0
060308,2021,0
060309,2021,0
060310,2021,0
060311,2021,3
060312,2021,0
060401,2021,0
060402,2021,4
060403,2021,4
060404,2021,4
060405,2021,4
060406,2021,4
060407,2021,4
060408,2021,4
060409,2021,4
060410,2021,4
060411,2021,4
060412,2021,4
060413,2021,0
060414,2021,4
060415,2021,4
060416,2021,4
060417,2021,4
060418,2021,2
060419,2021,0
060501,2021,4
060502,2021,4
060503,2021,1
060504,2021,4
060505,2021,1
060506,2021,4
060507,2021,4
060508,2021,1
060601,2021,4
060602,2021,4
060603,2021,4
060604,2021,4
060605,2021,4
060606,2021,4
060607,2021,4
060608,2021,4
060609,2021,4
060610,2021,4
060611,2021,4
060612,2021,4
060613,2021,4
060614,2021,4
060615,2021,4
060701,2021,0
060702,2021,0
060703,2021,0
060801,2021,3
060802,2021,3
060803,2021,3
060804,2021,4
060805,2021,3
060806,2021,3
060807,2021,3
060808,2021,3
060809,2021,3
060810,2021,3
060811,2021,3
060812,2021,2
060901,2021,3
060902,2021,3
060903,2021,3
060904,2021,3
060905,2021,3
060906,2021,3
060907,2021,3
061001,2021,0
061002,2021,0
061003,2021,0
061004,2021,0
061005,2021,0
061006,2021,0
061007,2021,0
061101,2021,4
061102,2021,4
061103,2021,4
061104,2021,0
061105,2021,4
061106,2021,4
061107,2021,4
061108,2021,1
061109,2021,4
061110,2021,1
061111,2021,4
061112,2021,4
061113,2021,4
061201,2021,4
061202,2021,4
061203,2021,4
061204,2021,0
061301,2021,4
061302,2021,4
061303,2021,4
061304,2021,4
061305,2021,4
061306,2021,4
061307,2021,4
061308,2021,4
061309,2021,4
061310,2021,4
061311,2021,4
070101,2021,1
070102,2021,1
070103,2021,1
070104,2021,1
070105,2021,1
070106,2021,1
070107,2021,1
080101,2021,0
080102,2021,0
080103,2021,0
080104,2021,0
080105,2021,0
080106,2021,0
080107,2021,0
080108,2021,10
080201,2021,0
080202,2021,9
080203,2021,5
080204,2021,0
080205,2021,0
080206,2021,0
080207,2021,0
080301,2021,0
080302,2021,0
080303,2021,0
080304,2021,0
080305,2021,0
080306,2021,0
080307,2021,0
080308,2021,0
080309,2021,0
080401,2021,0
080402,2021,0
080403,2021,0
080404,2021,0
080405,2021,0
080406,2021,0
080407,2021,0
080408,2021,3
080501,2021,9
080502,2021,9
080503,2021,9
080504,2021,9
080505,2021,9
080506,2021,0
080507,2021,9
080508,2021,9
080601,2021,9
080602,2021,9
080603,2021,0
080604,2021,9
080605,2021,9
080606,2021,9
080607,2021,0
080608,2021,0
080701,2021,9
080702,2021,5
080703,2021,9
080704,2021,0
080705,2021,9
080706,2021,9
080707,2021,0
080708,2021,9
080801,2021,9
080802,2021,9
080803,2021,9
080804,2021,9
080805,2021,9
080806,2021,9
080807,2021,9
080808,2021,9
080901,2021,1
080902,2021,3
080903,2021,3
080904,2021,3
080905,2021,3
080906,2021,3
080907,2021,3
080908,2021,3
080909,2021,3
080910,2021,3
080911,2021,3
080912,2021,3
080913,2021,3
080914,2021,1
080915,2021,3
080916,2021,3
080917,2021,3
080918,2021,3
081001,2021,0
081002,2021,5
081003,2021,5
081004,2021,5
081005,2021,0
081006,2021,5
081007,2021,0
081008,2021,5
081009,2021,0
081101,2021,0
081102,2021,0
081103,2021,3
081104,2021,0
081105,2021,0
081106,2021,3
081201,2021,0
081202,2021,0
081203,2021,3
081204,2021,0
081205,2021,0
081206,2021,9
081207,2021,0
081208,2021,0
081209,2021,3
081210,2021,9
081211,2021,0
081212,2021,0
081301,2021,0
081302,2021,0
081303,2021,0
081304,2021,0
081305,2021,0
081306,2021,0
081307,2021,0
090101,2021,9
090102,2021,6
090103,2021,5
090104,2021,5
090105,2021,5
090106,2021,9
090107,2021,5
090108,2021,5
090109,2021,5
090110,2021,5
090111,2021,5
090112,2021,5
090113,2021,5
090114,2021,5
090115,2021,5
090116,2021,5
090117,2021,0
090118,2021,9
090119,2021,5
090201,2021,0
090202,2021,0
090203,2021,0
090204,2021,0
090205,2021,0
090206,2021,0
090207,2021,0
090208,2021,0
090301,2021,5
090302,2021,0
090303,2021,0
090304,2021,5
090305,2021,0
090306,2021,0
090307,2021,0
090308,2021,0
090309,2021,0
090310,2021,0
090311,2021,0
090312,2021,0
090401,2021,6
090402,2021,6
090403,2021,6
090404,2021,6
090405,2021,6
090406,2021,5
090407,2021,6
090408,2021,6
090409,2021,6
090410,2021,6
090411,2021,9
090412,2021,6
090413,2021,6
090501,2021,5
090502,2021,5
090503,2021,5
090504,2021,0
090505,2021,5
090506,2021,5
090507,2021,5
090508,2021,5
090509,2021,5
090510,2021,5
090511,2021,5
090601,2021,6
090602,2021,6
090603,2021,6
090604,2021,6
090605,2021,6
090606,2021,6
090607,2021,9
090608,2021,8
090609,2021,6
090610,2021,6
090611,2021,6
090612,2021,6
090613,2021,6
090614,2021,8
090615,2021,6
090616,2021,6
090701,2021,0
090702,2021,5
090703,2021,5
090704,2021,5
090705,2021,0
090706,2021,0
090707,2021,3
090709,2021,5
090710,2021,0
090711,2021,0
090713,2021,5
090714,2021,5
090715,2021,5
090716,2021,5
090717,2021,3
090718,2021,3
090719,2021,0
090720,2021,3
090721,2021,3
090722,2021,5
090723,2021,0
090724,2021,3
090725,2021,3
100101,2021,0
100102,2021,0
100103,2021,3
100104,2021,3
100105,2021,5
100106,2021,5
100107,2021,0
100108,2021,5
100109,2021,5
100110,2021,5
100111,2021,0
100112,2021,5
100113,2021,3
100201,2021,5
100202,2021,5
100203,2021,5
100204,2021,5
100205,2021,5
100206,2021,5
100207,2021,5
100208,2021,5
100301,2021,5
100307,2021,5
100311,2021,5
100313,2021,5
100316,2021,5
100317,2021,5
100321,2021,5
100322,2021,5
100323,2021,5
100401,2021,3
100402,2021,5
100403,2021,3
100404,2021,3
100501,2021,5
100502,2021,5
100503,2021,5
100504,2021,5
100505,2021,5
100506,2021,5
100507,2021,3
100508,2021,5
100509,2021,5
100510,2021,5
100511,2021,5
100601,2021,3
100602,2021,3
100603,2021,2
100604,2021,3
100605,2021,2
100606,2021,3
100607,2021,2
100608,2021,2
100609,2021,2
100610,2021,2
100701,2021,5
100702,2021,3
100703,2021,5
100704,2021,3
100705,2021,3
100801,2021,3
100802,2021,3
100803,2021,3
100804,2021,3
100901,2021,2
100902,2021,3
100903,2021,2
100904,2021,2
100905,2021,2
101001,2021,5
101002,2021,5
101003,2021,5
101004,2021,5
101005,2021,5
101006,2021,5
101007,2021,5
101101,2021,5
101102,2021,5
101103,2021,5
101104,2021,5
101105,2021,5
101106,2021,5
101107,2021,5
101108,2021,5
110101,2021,1
110102,2021,1
110103,2021,1
110104,2021,8
110105,2021,1
110106,2021,1
110107,2021,1
110108,2021,1
110109,2021,1
110110,2021,1
110111,2021,8
110112,2021,1
110113,2021,1
110114,2021,1
110201,2021,1
110202,2021,1
110203,2021,6
110204,2021,1
110205,2021,1
110206,2021,1
110207,2021,1
110208,2021,6
110209,2021,6
110210,2021,1
110211,2021,1
110301,2021,8
110302,2021,8
110303,2021,8
110304,2021,8
110305,2021,8
110401,2021,8
110402,2021,8
110403,2021,8
110404,2021,8
110405,2021,8
110501,2021,1
110502,2021,6
110503,2021,1
110504,2021,1
110505,2021,1
110506,2021,1
110507,2021,1
110508,2021,1
120101,2021,10
120104,2021,5
120105,2021,5
120106,2021,10
120107,2021,10
120108,2021,9
120111,2021,10
120112,2021,5
120113,2021,0
120114,2021,10
120116,2021,10
120117,2021,10
120119,2021,10
120120,2021,9
120121,2021,10
120122,2021,0
120124,2021,3
120125,2021,10
120126,2021,0
120127,2021,10
120128,2021,10
120129,2021,10
120130,2021,10
120132,2021,10
120133,2021,10
120134,2021,10
120135,2021,3
120136,2021,10
120201,2021,10
120202,2021,10
120203,2021,3
120204,2021,10
120205,2021,5
120206,2021,0
120207,2021,10
120208,2021,10
120209,2021,3
120210,2021,10
120211,2021,10
120212,2021,10
120213,2021,10
120214,2021,9
120215,2021,10
120301,2021,3
120302,2021,3
120303,2021,3
120304,2021,3
120305,2021,3
120306,2021,3
120401,2021,10
120402,2021,10
120403,2021,10
120404,2021,10
120405,2021,9
120406,2021,9
120407,2021,10
120408,2021,10
120409,2021,10
120410,2021,10
120411,2021,10
120412,2021,10
120413,2021,10
120414,2021,10
120415,2021,10
120416,2021,10
120417,2021,10
120418,2021,10
120419,2021,3
120420,2021,10
120421,2021,10
120422,2021,10
120423,2021,10
120424,2021,10
120425,2021,10
120426,2021,10
120427,2021,0
120428,2021,10
120429,2021,10
120430,2021,10
120431,2021,10
120432,2021,10
120433,2021,10
120434,2021,10
120501,2021,9
120502,2021,9
120503,2021,9
120504,2021,3
120601,2021,3
120602,2021,3
120603,2021,3
120604,2021,3
120605,2021,3
120606,2021,3
120607,2021,3
120608,2021,3
120609,2021,3
120701,2021,5
120702,2021,5
120703,2021,0
120704,2021,5
120705,2021,5
120706,2021,3
120707,2021,5
120708,2021,5
120709,2021,5
120801,2021,9
120802,2021,9
120803,2021,9
120804,2021,9
120805,2021,9
120806,2021,9
120807,2021,9
120808,2021,9
120809,2021,9
120810,2021,9
120901,2021,10
120902,2021,10
120903,2021,10
120904,2021,10
120905,2021,10
120906,2021,10
120907,2021,10
120908,2021,10
120909,2021,10
130101,2021,1
130102,2021,1
130103,2021,1
130104,2021,1
130105,2021,1
130106,2021,1
130107,2021,1
130108,2021,6
130109,2021,1
130110,2021,6
130111,2021,1
130201,2021,1
130202,2021,1
130203,2021,1
130204,2021,1
130205,2021,1
130206,2021,1
130207,2021,1
130208,2021,1
130301,2021,3
130302,2021,3
130303,2021,3
130304,2021,3
130305,2021,3
130306,2021,3
130401,2021,1
130402,2021,1
130403,2021,1
130501,2021,0
130502,2021,0
130503,2021,0
130504,2021,0
130601,2021,0
130602,2021,0
130604,2021,0
130605,2021,0
130606,2021,6
130608,2021,0
130610,2021,6
130611,2021,0
130613,2021,6
130614,2021,0
130701,2021,1
130702,2021,1
130703,2021,1
130704,2021,1
130705,2021,1
130801,2021,3
130802,2021,3
130803,2021,3
130804,2021,5
130805,2021,3
130806,2021,5
130807,2021,3
130808,2021,3
130809,2021,3
130810,2021,3
130811,2021,5
130812,2021,5
130813,2021,5
130901,2021,0
130902,2021,0
130903,2021,3
130904,2021,0
130905,2021,0
130906,2021,0
130907,2021,0
130908,2021,3
131001,2021,6
131002,2021,6
131003,2021,0
131004,2021,6
131005,2021,6
131006,2021,0
131007,2021,6
131008,2021,5
131101,2021,6
131102,2021,0
131103,2021,6
131104,2021,0
131201,2021,1
131202,2021,6
131203,2021,1
140101,2021,1
140102,2021,2
140103,2021,1
140104,2021,8
140105,2021,1
140106,2021,1
140107,2021,1
140108,2021,1
140109,2021,1
140110,2021,2
140111,2021,1
140112,2021,1
140113,2021,1
140114,2021,1
140115,2021,1
140116,2021,1
140117,2021,1
140118,2021,1
140119,2021,1
140120,2021,1
140201,2021,1
140202,2021,3
140203,2021,2
140204,2021,1
140205,2021,2
140206,2021,1
140301,2021,1
140302,2021,2
140303,2021,1
140304,2021,2
140305,2021,1
140306,2021,1
140307,2021,2
140308,2021,2
140309,2021,1
140310,2021,3
140311,2021,1
140312,2021,1
150101,2021,1
150102,2021,1
150103,2021,1
150104,2021,1
150105,2021,1
150106,2021,1
150107,2021,1
150108,2021,1
150109,2021,1
150110,2021,1
150111,2021,1
150112,2021,1
150113,2021,1
150114,2021,1
150115,2021,1
150116,2021,1
150117,2021,1
150118,2021,6
150119,2021,1
150120,2021,1
150121,2021,1
150122,2021,1
150123,2021,1
150124,2021,1
150125,2021,1
150126,2021,6
150127,2021,6
150128,2021,1
150129,2021,1
150130,2021,1
150131,2021,1
150132,2021,1
150133,2021,1
150134,2021,1
150135,2021,1
150136,2021,1
150137,2021,1
150138,2021,1
150139,2021,1
150140,2021,1
150141,2021,1
150142,2021,1
150143,2021,1
150201,2021,1
150202,2021,6
150203,2021,1
150204,2021,1
150205,2021,1
150301,2021,6
150302,2021,6
150303,2021,6
150304,2021,6
150305,2021,6
150401,2021,6
150402,2021,6
150403,2021,6
150404,2021,6
150405,2021,6
150406,2021,6
150407,2021,6
150501,2021,1
150502,2021,1
150503,2021,6
150504,2021,1
150505,2021,1
150506,2021,6
150507,2021,1
150508,2021,6
150509,2021,1
150510,2021,1
150511,2021,6
150512,2021,1
150513,2021,1
150514,2021,1
150515,2021,1
150516,2021,6
150601,2021,1
150602,2021,6
150603,2021,6
150604,2021,1
150605,2021,1
150606,2021,6
150607,2021,6
150608,2021,6
150609,2021,6
150610,2021,9
150611,2021,6
150612,2021,6
150701,2021,6
150702,2021,6
150703,2021,6
150704,2021,6
150705,2021,9
150706,2021,6
150707,2021,6
150708,2021,9
150709,2021,6
150710,2021,6
150711,2021,6
150712,2021,6
150713,2021,6
150714,2021,6
150715,2021,6
150716,2021,6
150717,2021,6
150718,2021,6
150719,2021,6
150720,2021,6
150721,2021,6
150722,2021,6
150723,2021,6
150724,2021,6
150725,2021,6
150726,2021,6
150727,2021,6
150728,2021,6
150729,2021,6
150730,2021,6
150731,2021,6
150732,2021,6
150801,2021,1
150802,2021,6
150803,2021,1
150804,2021,6
150805,2021,1
150806,2021,1
150807,2021,6
150808,2021,6
150809,2021,6
150810,2021,1
150811,2021,6
150812,2021,1
150901,2021,5
150902,2021,6
150903,2021,6
150904,2021,6
150905,2021,6
150906,2021,6
151001,2021,6
151002,2021,6
151003,2021,6
151004,2021,6
151005,2021,6
151006,2021,6
151007,2021,6
151008,2021,6
151009,2021,6
151010,2021,6
151011,2021,6
151012,2021,6
151013,2021,6
151014,2021,9
151015,2021,6
151016,2021,6
151017,2021,6
151018,2021,6
151019,2021,6
151020,2021,6
151021,2021,6
151022,2021,6
151023,2021,6
151024,2021,6
151025,2021,6
151026,2021,6
151027,2021,6
151028,2021,6
151029,2021,6
151030,2021,9
151031,2021,6
151032,2021,6
151033,2021,6
160101,2021,2
160102,2021,2
160103,2021,2
160104,2021,2
160105,2021,2
160106,2021,2
160107,2021,2
160108,2021,2
160110,2021,2
160112,2021,2
160113,2021,2
160201,2021,2
160202,2021,2
160205,2021,2
160206,2021,2
160210,2021,2
160211,2021,2
160301,2021,2
160302,2021,2
160303,2021,2
160304,2021,2
160305,2021,2
160401,2021,2
160402,2021,2
160403,2021,2
160404,2021,2
160501,2021,2
160502,2021,2
160503,2021,2
160504,2021,2
160505,2021,2
160506,2021,2
160507,2021,2
160508,2021,2
160509,2021,2
160510,2021,2
160511,2021,2
160601,2021,2
160602,2021,2
160603,2021,2
160604,2021,2
160605,2021,2
160606,2021,2
160701,2021,2
160702,2021,2
160703,2021,2
160704,2021,2
160705,2021,2
160706,2021,2
160801,2021,2
160802,2021,2
160803,2021,2
160804,2021,2
170101,2021,2
170102,2021,3
170103,2021,2
170104,2021,2
170201,2021,3
170202,2021,2
170203,2021,2
170204,2021,3
170301,2021,2
170302,2021,2
170303,2021,2
180101,2021,8
180102,2021,8
180103,2021,8
180104,2021,8
180105,2021,8
180106,2021,8
180201,2021,8
180202,2021,8
180203,2021,8
180204,2021,9
180205,2021,8
180206,2021,8
180207,2021,8
180208,2021,8
180209,2021,8
180210,2021,8
180211,2021,8
180301,2021,8
180302,2021,8
180303,2021,8
190101,2021,9
190102,2021,3
190103,2021,5
190104,2021,9
190105,2021,9
190106,2021,5
190107,2021,3
190108,2021,5
190109,2021,9
190110,2021,5
190111,2021,9
190112,2021,9
190113,2021,9
190201,2021,5
190202,2021,5
190203,2021,5
190204,2021,5
190205,2021,5
190206,2021,5
190207,2021,5
190208,2021,5
190301,2021,3
190302,2021,3
190303,2021,3
190304,2021,3
190305,2021,3
190306,2021,3
190307,2021,3
190308,2021,2
200101,2021,1
200104,2021,2
200105,2021,1
200107,2021,1
200108,2021,1
200109,2021,1
200110,2021,1
200111,2021,2
200114,2021,2
200115,2021,1
200201,2021,3
200202,2021,2
200203,2021,4
200204,2021,3
200205,2021,4
200206,2021,3
200207,2021,2
200208,2021,2
200209,2021,4
200210,2021,2
200301,2021,3
200302,2021,4
