ubigeo,anio,cluster
050618,2020,8
050619,2020,8
050620,2020,5
050621,2020,8
050701,2020,9
050702,2020,8
050703,2020,8
050704,2020,8
050705,2020,8
050706,2020,8
050707,2020,6
050708,2020,8
050801,2020,6
050802,2020,6
050803,2020,6
050804,2020,6
050805,2020,6
050806,2020,8
050807,2020,6
050808,2020,6
050809,2020,6
050810,2020,6
050901,2020,5
050902,2020,5
050903,2020,5
050904,2020,5
050905,2020,5
050906,2020,5
050907,2020,5
050908,2020,9
050909,2020,5
050910,2020,5
050911,2020,5
051001,2020,5
051002,2020,5
051003,2020,5
051004,2020,5
051005,2020,5
051006,2020,5
051007,2020,5
051008,2020,5
051009,2020,5
051010,2020,5
051011,2020,5
051012,2020,5
051101,2020,5
051102,2020,5
051103,2020,5
051104,2020,5
051105,2020,5
051106,2020,5
051107,2020,5
051108,2020,0
060101,2020,0
060102,2020,0
060103,2020,0
060104,2020,0
060105,2020,0
060106,2020,0
060107,2020,0
060108,2020,0
060109,2020,0
060110,2020,0
060111,2020,0
060112,2020,0
060201,2020,0
060202,2020,0
060203,2020,0
060204,2020,0
060301,2020,0
060302,2020,3
060303,2020,4
060304,2020,0
060305,2020,4
060306,2020,4
060307,2020,0
060308,2020,0
060309,2020,0
060310,2020,0
060311,2020,3
060312,2020,0
060401,2020,0
060402,2020,4
060403,2020,0
060404,2020,4
060405,2020,4
060406,2020,4
060407,2020,4
060408,2020,4
060409,2020,4
060410,2020,4
060411,2020,4
060412,2020,4
060413,2020,0
060414,2020,4
060415,2020,4
060416,2020,4
060417,2020,4
060418,2020,2
060419,2020,0
060501,2020,4
060502,2020,4
060503,2020,1
060504,2020,4
060505,2020,1
060506,2020,4
060507,2020,4
060508,2020,1
060601,2020,4
060602,2020,4
060603,2020,4
060604,2020,4
060605,2020,4
060606,2020,4
060607,2020,4
060608,2020,4
060609,2020,4
060610,2020,4
060611,2020,4
060612,2020,4
060613,2020,4
060614,2020,4
060615,2020,4
