ubigeo,personal_total,programa_anemia,centro_salud_municipal,Año
200407,18,1,0,2022
200408,11,0,0,2022
200409,30,1,0,2022
200410,23,1,0,2022
200501,632,0,0,2022
200502,17,0,0,2022
200503,11,0,0,2022
200504,49,0,0,2022
200505,27,1,0,2022
200506,20,0,0,2022
200507,15,0,0,2022
200601,1048,1,0,2022
200602,105,0,0,2022
200603,47,0,0,2022
200604,57,0,0,2022
200605,50,1,0,2022
200606,45,0,0,2022
200607,79,1,0,2022
200608,25,0,0,2022
200701,505,0,0,2022
200702,157,0,0,2022
200703,70,0,0,2022
200704,22,1,0,2022
200705,87,0,0,2022
200706,91,0,1,2022
200801,189,1,0,2022
200802,19,1,1,2022
200803,34,1,0,2022
200804,19,0,1,2022
200805,44,1,0,2022
200806,14,1,0,2022
210101,830,1,1,2022
210102,53,0,0,2022
210103,1,0,0,2022
210104,9,1,0,2022
210105,4,0,0,2022
210106,19,1,0,2022
210107,12,0,0,2022
210108,14,0,1,2022
210109,9,1,0,2022
210110,37,1,0,2022
210111,15,1,0,2022
210112,13,1,0,2022
210113,3,1,0,2022
210114,8,1,1,2022
210115,10,1,0,2022
210201,219,0,0,2022
210202,5,0,0,2022
210203,8,0,1,2022
210204,36,1,0,2022
210205,1,1,0,2022
210206,11,1,0,2022
210207,5,0,0,2022
210208,3,1,0,2022
210209,7,1,0,2022
210210,17,1,0,2022
210211,39,0,1,2022
210212,6,0,0,2022
210213,4,0,0,2022
210214,4,1,0,2022
210215,2,1,0,2022
210301,107,1,0,2022
210302,1,1,1,2022
210303,24,1,0,2022
210304,21,1,0,2022
210305,9,0,0,2022
210306,47,1,0,2022
210307,6,0,0,2022
210308,40,0,0,2022
210309,15,1,0,2022
210310,14,0,0,2022
210401,259,1,0,2022
210402,26,0,0,2022
210403,9,1,0,2022
210404,26,1,0,2022
210405,34,1,0,2022
210406,47,1,0,2022
210407,60,1,0,2022
210501,257,0,0,2022
210502,11,1,0,2022
210503,30,0,0,2022
210504,24,0,0,2022
210505,4,1,0,2022
210601,69,1,0,2022
210602,25,0,0,2022
210603,4,1,0,2022
210604,2,1,0,2022
210605,5,1,0,2022
210606,10,0,0,2022
210607,13,1,0,2022
210608,5,1,1,2022
210701,92,1,0,2022
210702,5,0,0,2022
210703,17,1,0,2022
210704,1,0,0,2022
210705,1,1,0,2022
210706,2,0,0,2022
210707,2,0,0,2022
210708,3,1,1,2022
210709,2,0,0,2022
210710,4,0,0,2022
210801,194,1,0,2022
210802,22,0,0,2022
210803,11,1,0,2022
210804,1,0,1,2022
210805,3,0,0,2022
210806,52,0,0,2022
210807,5,1,0,2022
210808,4,1,0,2022
210809,7,0,0,2022
210901,57,0,0,2022
210902,2,1,0,2022
210903,1,0,0,2022
210904,1,1,0,2022
211001,55,0,0,2022
211002,64,0,0,2022
211003,3,1,0,2022
211004,7,0,0,2022
211005,4,0,0,2022
211101,1145,0,0,2022
211102,3,0,0,2022
211103,3,0,1,2022
211104,13,1,0,2022
211105,103,1,0,2022
211201,107,0,0,2022
211202,9,1,0,2022
211203,4,1,0,2022
211204,1,1,0,2022
211205,1,1,1,2022
211206,5,0,0,2022
211207,9,0,0,2022
211208,2,0,0,2022
211209,5,0,0,2022
211210,28,1,0,2022
211301,68,1,0,2022
211302,9,0,0,2022
211303,7,0,0,2022
211304,12,1,0,2022
211305,5,1,0,2022
211306,2,0,0,2022
211307,7,0,1,2022
220101,403,1,0,2022
220102,22,1,0,2022
220103,18,1,0,2022
220104,24,1,0,2022
220105,86,1,0,2022
220106,14,0,0,2022
220201,127,0,0,2022
220202,17,0,0,2022
220203,37,0,0,2022
220204,13,0,0,2022
220205,37,0,0,2022
220206,16,0,0,2022
220301,77,0,0,2022
220302,12,0,0,2022
220303,15,1,1,2022
220304,20,0,0,2022
220305,11,0,0,2022
220401,71,0,0,2022
220402,13,1,0,2022
220403,14,0,0,2022
220404,4,0,0,2022
220405,10,1,0,2022
220406,11,0,0,2022
220501,79,1,0,2022
220502,26,0,0,2022
220503,12,0,0,2022
220504,15,0,0,2022
220505,10,1,0,2022
220506,13,0,0,2022
220507,8,1,0,2022
220508,9,1,0,2022
220509,6,1,0,2022
220510,29,1,0,2022
220511,15,0,0,2022
220601,146,0,0,2022
220602,16,1,0,2022
220603,18,1,0,2022
220604,13,0,0,2022
220605,11,1,0,2022
220701,104,1,1,2022
220702,14,0,0,2022
220703,15,0,0,2022
220704,2,0,0,2022
220705,8,0,0,2022
220706,7,0,0,2022
220707,14,0,0,2022
220708,15,0,0,2022
220709,11,0,0,2022
220710,13,0,0,2022
220801,217,1,0,2022
220802,48,0,0,2022
220803,40,0,0,2022
220804,184,0,0,2022
220805,108,0,0,2022
220806,9,0,0,2022
220807,18,1,0,2022
220808,21,0,1,2022
220809,8,1,0,2022
220901,513,0,0,2022
220902,3,0,0,2022
220903,6,0,0,2022
220904,10,0,0,2022
220905,2,0,0,2022
220906,11,0,0,2022
220907,9,0,0,2022
220908,13,0,0,2022
220909,77,1,0,2022
220910,69,1,0,2022
220911,1,0,0,2022
220912,6,0,0,2022
220913,9,1,0,2022
220914,6,1,0,2022
221001,219,0,0,2022
221002,22,0,0,2022
221003,33,1,0,2022
221004,4,0,0,2022
221005,71,0,0,2022
230101,503,0,1,2022
230102,131,1,0,2022
230103,38,1,0,2022
230104,183,1,0,2022
230105,128,0,0,2022
230106,22,0,1,2022
230107,54,1,0,2022
230108,127,1,0,2022
230109,50,0,0,2022
230110,571,1,0,2022
230111,35,0,0,2022
230201,46,0,0,2022
230202,10,0,0,2022
230203,28,0,0,2022
230204,6,0,0,2022
230205,14,1,0,2022
230206,14,1,0,2022
230301,512,0,0,2022
230302,1342,0,0,2022
230303,294,1,0,2022
230401,41,0,0,2022
230402,9,0,1,2022
230403,8,0,0,2022
230404,7,0,0,2022
230405,6,0,0,2022
230406,8,0,0,2022
230407,7,1,0,2022
230408,15,0,0,2022
240101,559,1,0,2022
240102,76,0,1,2022
240103,50,0,1,2022
240104,46,0,1,2022
240105,50,0,0,2022
240106,16,0,0,2022
240201,159,0,0,2022
240202,23,0,0,2022
240203,44,0,0,2022
240301,205,1,0,2022
240302,180,1,0,2022
240303,20,1,0,2022
240304,26,0,0,2022
250101,806,1,0,2022
250102,59,1,0,2022
250103,31,0,0,2022
250104,39,1,1,2022
250105,188,1,0,2022
250106,32,0,1,2022
250107,159,1,0,2022
250201,307,1,0,2022
250202,43,0,0,2022
250203,53,1,0,2022
250204,16,0,0,2022
250301,71,0,0,2022
250302,37,0,0,2022
250303,44,0,0,2022
250304,28,0,0,2022
250305,13,1,0,2022
250401,55,1,0,2022
010101,206,1,0,2023
010102,1,0,0,2023
010103,5,0,0,2023
010104,,1,0,2023
010105,2,1,0,2023
010106,1,0,0,2023
010107,3,0,0,2023
010108,4,0,0,2023
010109,5,0,0,2023
010110,4,0,0,2023
010111,3,0,0,2023
010112,3,1,0,2023
010113,4,0,0,2023
010114,4,0,0,2023
010115,5,0,0,2023
010116,2,0,0,2023
010117,2,1,0,2023
010118,2,0,0,2023
010119,4,1,0,2023
010120,4,1,0,2023
010121,2,0,0,2023
010201,141,0,0,2023
010202,18,1,0,2023
010203,12,0,1,2023
010204,12,0,0,2023
010205,96,1,0,2023
010206,29,1,0,2023
010301,12,0,0,2023
010302,2,1,0,2023
010303,3,1,0,2023
010304,,1,0,2023
010305,10,0,0,2023
010306,13,0,0,2023
010307,37,0,0,2023
010308,2,1,0,2023
010309,4,1,0,2023
010310,3,0,0,2023
010311,5,0,0,2023
010312,16,0,1,2023
010401,161,1,0,2023
010402,16,1,0,2023
010403,71,0,0,2023
010501,75,1,0,2023
010502,7,0,0,2023
010503,3,0,0,2023
010504,2,1,1,2023
010505,3,0,0,2023
010506,3,0,0,2023
010507,4,1,0,2023
010508,2,0,0,2023
010509,6,0,0,2023
010510,1,1,0,2023
010511,,0,0,2023
010512,6,0,0,2023
010513,1,0,1,2023
010514,6,0,0,2023
010515,2,1,0,2023
010516,6,0,0,2023
010517,3,0,0,2023
010518,2,0,0,2023
010519,2,1,0,2023
010520,6,0,0,2023
010521,2,0,0,2023
010522,5,0,0,2023
010523,4,0,0,2023
010601,43,0,0,2023
010602,4,0,0,2023
010603,3,0,0,2023
010604,11,1,0,2023
010605,16,0,0,2023
010606,7,0,0,2023
010607,9,0,0,2023
010608,7,0,0,2023
010609,14,1,0,2023
010610,4,0,0,2023
010611,6,0,0,2023
010612,2,0,0,2023
010701,246,0,0,2023
010702,60,1,0,2023
010703,20,0,0,2023
010704,12,0,0,2023
010705,19,1,1,2023
010706,23,0,0,2023
010707,12,0,0,2023
020101,517,1,0,2023
020102,14,0,0,2023
020103,1,0,0,2023
020104,15,1,0,2023
020105,294,1,0,2023
020106,16,0,0,2023
020107,3,0,0,2023
020108,6,1,0,2023
020109,1,0,0,2023
020110,13,0,0,2023
020111,5,0,0,2023
020112,14,0,0,2023
020201,12,1,0,2023
020202,29,1,1,2023
020203,8,1,0,2023
020204,5,0,0,2023
020205,8,0,0,2023
020301,13,0,0,2023
020302,5,0,0,2023
020303,7,0,0,2023
020304,6,0,0,2023
020305,21,0,0,2023
020306,3,0,0,2023
020401,29,0,0,2023
020402,15,1,0,2023
020501,16,0,0,2023
020502,4,1,0,2023
020503,21,1,0,2023
020504,6,0,0,2023
020505,12,0,1,2023
020506,,0,0,2023
020507,12,1,0,2023
020508,35,1,1,2023
020509,14,0,0,2023
020510,4,0,0,2023
020511,1,0,0,2023
020512,6,0,0,2023
020513,3,0,0,2023
020514,6,0,0,2023
020515,2,0,0,2023
020601,206,0,0,2023
020602,7,0,0,2023
020603,7,0,0,2023
020604,25,0,0,2023
020605,3,1,0,2023
020606,17,1,1,2023
020607,11,0,0,2023
020608,4,0,0,2023
020609,6,1,0,2023
020610,5,0,0,2023
020611,5,0,0,2023
020701,81,0,0,2023
020702,11,0,0,2023
020703,17,1,0,2023
020801,142,0,0,2023
020802,25,0,0,2023
020803,12,0,0,2023
020804,27,0,0,2023
020901,16,0,0,2023
020902,7,0,0,2023
020903,13,1,0,2023
020904,3,0,0,2023
020905,8,0,0,2023
020906,,0,0,2023
020907,4,0,0,2023
021001,77,1,0,2023
021002,10,1,0,2023
021003,6,0,0,2023
021004,39,0,0,2023
021005,5,0,0,2023
021006,6,0,0,2023
021007,6,0,0,2023
021008,11,0,0,2023
021009,8,0,0,2023
021010,5,0,0,2023
021011,,0,0,2023
021012,4,0,0,2023
021013,9,0,1,2023
021014,46,0,0,2023
021015,6,0,0,2023
021016,9,0,0,2023
021101,123,0,0,2023
021102,7,0,0,2023
021103,32,1,0,2023
021104,3,0,0,2023
021105,,0,0,2023
021201,196,1,0,2023
021202,10,1,0,2023
021203,6,0,0,2023
021204,8,1,0,2023
021205,8,0,0,2023
021206,11,0,0,2023
021207,16,1,0,2023
021208,12,0,0,2023
021209,9,0,0,2023
021210,11,0,0,2023
021301,32,0,0,2023
021302,14,0,0,2023
021303,4,0,0,2023
021304,7,1,0,2023
021305,5,0,0,2023
021306,28,0,0,2023
021307,14,0,0,2023
021308,5,0,0,2023
021401,16,0,0,2023
021402,3,1,0,2023
021403,,0,0,2023
021404,5,1,0,2023
021405,1,0,0,2023
021406,1,0,0,2023
021407,1,0,0,2023
021408,,0,0,2023
021409,,0,0,2023
021410,3,0,0,2023
021501,64,0,0,2023
021502,9,0,0,2023
021503,35,0,0,2023
021504,,0,0,2023
021505,11,0,0,2023
021506,6,1,0,2023
021507,8,0,0,2023
021508,17,0,0,2023
021509,37,1,0,2023
021510,8,0,0,2023
021511,13,0,0,2023
021601,84,0,0,2023
021602,5,1,0,2023
021603,4,0,0,2023
021604,4,0,0,2023
021701,11,1,0,2023
021702,12,0,0,2023
021703,17,0,0,2023
021704,2,0,0,2023
021705,7,0,0,2023
021706,3,1,0,2023
021707,12,0,0,2023
021708,5,0,0,2023
021709,,0,0,2023
021710,4,1,0,2023
021801,1843,0,1,2023
021802,43,0,0,2023
021803,116,1,0,2023
021804,23,0,0,2023
021805,104,0,0,2023
021806,195,0,0,2023
021807,53,1,0,2023
021808,186,1,0,2023
021809,740,1,0,2023
021901,51,0,0,2023
021902,3,1,0,2023
021903,3,0,0,2023
021904,14,0,0,2023
021905,2,0,0,2023
021906,8,0,0,2023
021907,6,0,1,2023
021908,3,0,0,2023
021909,11,0,0,2023
021910,9,1,0,2023
022001,114,0,0,2023
022002,13,0,0,2023
022003,21,0,0,2023
022004,6,1,0,2023
022005,12,0,0,2023
022006,8,1,0,2023
022007,3,1,0,2023
022008,18,1,0,2023
030101,526,1,0,2023
030102,2,0,0,2023
030103,3,0,0,2023
030104,136,0,0,2023
030105,4,0,0,2023
030106,11,0,0,2023
030107,,1,0,2023
030108,6,1,1,2023
030109,51,1,0,2023
030201,466,1,0,2023
030202,14,1,0,2023
030203,11,0,0,2023
030204,13,0,0,2023
030205,4,0,0,2023
030206,4,1,0,2023
030207,15,1,0,2023
030208,6,1,0,2023
030209,10,0,0,2023
030210,5,1,1,2023
030211,8,0,0,2023
030212,13,1,1,2023
030213,49,0,0,2023
030214,6,1,0,2023
030215,18,0,0,2023
030216,99,1,0,2023
030217,6,1,0,2023
030218,11,1,0,2023
030219,8,1,0,2023
030220,8,1,1,2023
030301,30,1,0,2023
030302,2,0,0,2023
030303,1,1,0,2023
030304,1,0,0,2023
030305,4,0,0,2023
030306,2,0,0,2023
030307,,1,0,2023
030401,48,0,0,2023
030402,16,0,0,2023
030403,3,0,0,2023
030404,14,0,0,2023
030405,3,0,0,2023
030406,5,1,0,2023
030407,4,1,0,2023
030408,1,0,0,2023
030409,5,1,1,2023
030410,8,1,0,2023
030411,1,0,0,2023
030412,8,0,0,2023
030413,11,0,0,2023
030414,7,0,0,2023
030415,2,1,0,2023
030416,2,1,0,2023
030417,4,1,1,2023
030501,552,1,0,2023
030502,17,0,0,2023
030503,39,1,0,2023
030504,265,1,0,2023
030505,122,1,0,2023
030506,102,1,0,2023
030601,66,1,0,2023
030602,37,1,1,2023
030603,8,1,1,2023
030604,30,1,1,2023
030605,20,0,0,2023
030606,15,0,0,2023
030607,20,0,0,2023
030608,9,1,0,2023
030609,16,1,1,2023
030610,8,1,1,2023
030611,1,0,0,2023
030612,0,0,0,2023
030701,18,1,0,2023
030702,4,0,0,2023
030703,4,0,0,2023
030704,3,0,0,2023
030705,,1,0,2023
030706,2,0,0,2023
030707,2,0,0,2023
030708,4,0,0,2023
030709,2,1,0,2023
030710,1,0,0,2023
030711,5,1,0,2023
030712,2,1,0,2023
030713,3,1,0,2023
030714,2,0,0,2023
040101,1491,0,1,2023
040102,444,0,0,2023
040103,555,1,0,2023
040104,1192,1,0,2023
040105,74,1,0,2023
040106,8,0,0,2023
040107,274,1,0,2023
040108,250,1,0,2023
040109,227,1,0,2023
040110,346,1,1,2023
040111,20,1,0,2023
040112,464,0,0,2023
040113,5,1,0,2023
040114,4,0,0,2023
040115,10,1,0,2023
040116,43,1,0,2023
040117,273,1,0,2023
040118,8,0,0,2023
040119,21,1,0,2023
040120,3,1,0,2023
040121,21,1,0,2023
040122,320,1,0,2023
040123,104,0,0,2023
040124,81,1,0,2023
040125,48,1,0,2023
040126,404,1,0,2023
040127,24,0,0,2023
040128,221,0,0,2023
040129,549,1,0,2023
040201,234,0,0,2023
040202,11,0,0,2023
040203,8,0,0,2023
040204,9,1,0,2023
040205,15,1,0,2023
040206,26,0,0,2023
040207,6,1,0,2023
040208,63,1,0,2023
040301,53,1,0,2023
040302,10,1,0,2023
040303,8,0,0,2023
040304,8,0,0,2023
040305,49,1,0,2023
040306,4,1,0,2023
040307,45,0,0,2023
040308,12,1,0,2023
040309,11,1,0,2023
040310,8,0,0,2023
040311,9,0,0,2023
040312,8,1,0,2023
040313,13,0,0,2023
040401,105,1,0,2023
040402,1,0,0,2023
040403,4,0,0,2023
040404,7,1,0,2023
040405,2,1,0,2023
040406,8,1,0,2023
040407,11,0,0,2023
040408,5,1,0,2023
040409,11,0,0,2023
040410,8,1,0,2023
040411,3,1,0,2023
040412,1,1,0,2023
040413,33,0,0,2023
040414,5,0,0,2023
040501,195,1,0,2023
040502,1,0,0,2023
040503,5,1,0,2023
040504,4,1,0,2023
040505,13,0,0,2023
040506,3,1,0,2023
040507,3,1,0,2023
040508,1,0,0,2023
040509,,0,0,2023
040510,,0,0,2023
040511,10,1,0,2023
040512,3,0,0,2023
040513,4,0,0,2023
040514,8,0,0,2023
040515,3,1,0,2023
040516,,0,0,2023
040517,5,1,0,2023
040518,2,0,0,2023
040519,4,1,0,2023
040520,418,0,0,2023
040601,47,1,0,2023
040602,3,1,0,2023
040603,2,1,0,2023
040604,9,1,0,2023
040605,2,1,0,2023
040606,9,0,0,2023
040607,7,1,0,2023
040608,28,1,0,2023
040701,269,1,0,2023
040702,89,0,0,2023
040703,79,1,0,2023
040704,106,1,0,2023
040705,70,0,0,2023
040706,63,1,0,2023
040801,16,1,0,2023
040802,9,1,1,2023
040803,5,0,0,2023
040804,5,0,0,2023
040805,2,0,1,2023
040806,21,0,0,2023
040807,1,0,0,2023
040808,2,0,0,2023
040809,3,0,1,2023
040810,4,1,0,2023
040811,3,0,0,2023
050101,818,1,0,2023
050102,28,0,0,2023
050103,10,1,0,2023
050104,119,1,0,2023
050105,20,0,0,2023
050106,22,0,0,2023
050107,23,1,0,2023
050108,32,0,0,2023
050109,10,1,0,2023
050110,213,1,0,2023
050111,9,1,0,2023
050112,22,1,0,2023
050113,23,1,0,2023
050114,34,0,0,2023
050115,83,1,0,2023
050116,161,1,1,2023
050201,79,1,0,2023
050202,10,0,0,2023
050203,16,1,0,2023
050204,40,1,1,2023
050205,34,1,0,2023
050206,11,0,0,2023
050301,45,1,1,2023
050302,11,1,0,2023
050303,9,1,1,2023
050304,15,1,0,2023
050401,284,0,0,2023
050402,15,1,0,2023
050403,20,0,0,2023
050404,7,0,0,2023
050405,15,0,0,2023
050406,8,1,1,2023
050407,34,1,0,2023
050408,51,1,1,2023
050409,16,1,0,2023
050410,7,0,0,2023
050411,16,0,0,2023
050412,10,1,0,2023
050413,0,0,0,2023
050501,123,0,1,2023
050502,18,0,0,2023
050503,59,1,0,2023
050504,11,1,0,2023
050505,13,1,0,2023
050506,10,0,0,2023
050507,43,1,0,2023
050508,37,1,0,2023
050509,25,1,0,2023
050510,11,0,0,2023
050511,9,1,0,2023
050512,0,0,1,2023
050513,0,0,0,2023
050514,0,0,0,2023
050515,0,0,0,2023
050601,120,0,0,2023
050602,8,1,0,2023
050603,11,1,0,2023
050604,5,0,0,2023
050605,6,1,0,2023
050606,7,0,0,2023
050607,2,0,0,2023
050608,8,1,0,2023
050609,6,1,0,2023
050610,,1,0,2023
050611,11,1,0,2023
050612,4,1,0,2023
050613,10,1,0,2023
050614,3,1,0,2023
050615,9,1,1,2023
050616,6,0,1,2023
050617,9,1,1,2023
050618,4,0,0,2023
050619,10,0,0,2023
050620,7,1,0,2023
050621,10,0,0,2023
050701,112,0,0,2023
050702,2,0,1,2023
050703,7,1,0,2023
050704,9,1,0,2023
050705,21,0,0,2023
050706,6,1,0,2023
050707,5,0,0,2023
050708,,0,0,2023
050801,28,0,0,2023
050802,2,0,0,2023
050803,3,0,0,2023
050804,5,1,0,2023
050805,9,0,0,2023
050806,7,1,0,2023
050807,1,1,0,2023
050808,7,1,0,2023
050809,3,0,0,2023
050810,2,1,0,2023
050901,33,1,0,2023
050902,8,1,0,2023
050903,6,0,0,2023
050904,8,0,0,2023
050905,4,1,0,2023
050906,6,1,0,2023
050907,6,0,0,2023
050908,10,1,0,2023
050909,17,0,0,2023
050910,6,1,0,2023
050911,6,0,1,2023
051001,41,1,0,2023
051002,18,0,0,2023
051003,6,0,0,2023
051004,4,0,0,2023
051005,17,1,0,2023
051006,6,0,1,2023
051007,8,0,0,2023
051008,10,0,0,2023
051009,10,0,0,2023
051010,17,0,0,2023
051011,17,0,1,2023
051012,21,0,0,2023
051101,65,1,0,2023
051102,10,0,0,2023
051103,8,1,0,2023
051104,10,0,0,2023
051105,12,0,0,2023
051106,8,0,0,2023
051107,10,1,0,2023
051108,21,0,0,2023
060101,2449,1,1,2023
060102,48,0,0,2023
060103,35,0,0,2023
060104,36,1,0,2023
060105,153,1,0,2023
060106,112,0,0,2023
060107,28,0,0,2023
060108,416,1,1,2023
060109,13,0,0,2023
060110,30,1,0,2023
060111,19,0,0,2023
060112,23,1,0,2023
060201,221,1,1,2023
060202,47,1,0,2023
060203,36,1,0,2023
060204,34,1,0,2023
060301,156,1,0,2023
060302,5,1,0,2023
060303,38,0,0,2023
060304,65,0,0,2023
060305,9,0,0,2023
060306,12,1,0,2023
060307,15,1,0,2023
060308,36,0,0,2023
060309,35,0,0,2023
060310,19,1,0,2023
060311,6,1,1,2023
060312,20,1,0,2023
060401,429,1,0,2023
060402,17,0,1,2023
060403,14,1,0,2023
060404,20,0,0,2023
060405,10,0,0,2023
060406,13,0,0,2023
060407,25,1,0,2023
060408,29,1,0,2023
060409,14,0,0,2023
060410,54,0,0,2023
060411,52,1,0,2023
060412,4,0,0,2023
060413,25,0,0,2023
060414,7,0,0,2023
060415,21,1,0,2023
060416,3,0,0,2023
060417,88,1,0,2023
060418,6,1,0,2023
060419,41,0,0,2023
060501,51,1,0,2023
060502,20,0,0,2023
060503,9,0,0,2023
060504,18,0,0,2023
060505,8,0,0,2023
060506,3,0,0,2023
060507,14,0,0,2023
060508,29,1,0,2023
060601,402,1,0,2023
060602,28,0,0,2023
060603,12,0,1,2023
060604,15,1,0,2023
060605,25,0,0,2023
060606,23,0,0,2023
060607,31,1,0,2023
060608,13,0,0,2023
060609,6,1,0,2023
060610,22,1,0,2023
060611,21,1,0,2023
060612,26,1,0,2023
060613,17,0,0,2023
060614,71,1,0,2023
060615,19,1,0,2023
060701,416,1,0,2023
060702,30,1,0,2023
060703,154,0,0,2023
060801,546,0,0,2023
060802,61,0,0,2023
060803,34,0,0,2023
060804,48,0,0,2023
060805,20,1,1,2023
060806,24,0,1,2023
060807,39,0,0,2023
060808,49,0,0,2023
060809,25,0,0,2023
060810,24,1,0,2023
060811,47,0,0,2023
060812,45,0,0,2023
060901,223,0,0,2023
060902,45,0,0,2023
060903,66,1,0,2023
060904,56,1,0,2023
060905,44,0,0,2023
060906,88,1,0,2023
060907,57,0,0,2023
061001,223,0,0,2023
061002,18,0,0,2023
061003,10,0,0,2023
061004,42,0,0,2023
061005,13,1,0,2023
061006,7,1,1,2023
061007,45,0,0,2023
061101,113,1,0,2023
061102,11,0,0,2023
061103,7,1,0,2023
061104,15,1,0,2023
061105,21,0,0,2023
061106,17,1,1,2023
061107,18,0,1,2023
061108,7,1,0,2023
061109,7,0,0,2023
061110,4,0,0,2023
061111,22,1,0,2023
061112,16,0,1,2023
061113,12,0,0,2023
061201,80,0,0,2023
061202,21,0,0,2023
061203,6,0,0,2023
061204,26,0,0,2023
061301,123,0,0,2023
061302,11,1,0,2023
061303,29,0,0,2023
061304,15,0,0,2023
061305,31,0,0,2023
061306,18,1,0,2023
061307,24,0,0,2023
061308,15,1,0,2023
061309,11,0,0,2023
061310,14,0,0,2023
061311,31,0,0,2023
070101,717,1,1,2023
070102,291,1,0,2023
070103,192,1,0,2023
070104,563,1,0,2023
070105,255,0,0,2023
070106,1637,1,1,2023
070107,417,1,1,2023
080101,1903,0,1,2023
080102,27,0,0,2023
080103,489,1,0,2023
080104,1373,0,0,2023
080105,1482,1,0,2023
080106,1118,1,0,2023
080107,36,0,0,2023
080108,573,1,0,2023
080201,42,1,0,2023
080202,7,0,0,2023
080203,7,1,0,2023
080204,1,1,0,2023
080205,16,0,0,2023
080206,6,1,0,2023
080207,9,0,0,2023
080301,615,1,0,2023
080302,8,0,1,2023
080303,163,0,0,2023
080304,44,1,1,2023
080305,141,0,0,2023
080306,120,1,0,2023
080307,9,0,0,2023
080308,155,0,0,2023
080309,13,0,0,2023
080401,316,1,0,2023
080402,67,0,0,2023
080403,17,0,0,2023
080404,495,1,0,2023
080405,412,1,1,2023
080406,89,1,0,2023
080407,105,0,0,2023
080408,87,0,0,2023
080501,434,1,0,2023
080502,10,1,1,2023
080503,32,1,0,2023
080504,13,1,0,2023
080505,40,1,0,2023
080506,43,1,0,2023
080507,11,1,0,2023
080508,4,1,0,2023
080601,262,0,0,2023
080602,,0,0,2023
080603,64,1,0,2023
080604,55,0,0,2023
080605,19,0,0,2023
080606,55,0,0,2023
080607,8,1,0,2023
080608,117,0,0,2023
080701,888,1,0,2023
080702,21,0,0,2023
080703,171,0,0,2023
080704,25,0,0,2023
080705,401,0,0,2023
080706,31,1,0,2023
080707,7,0,0,2023
080708,138,0,0,2023
080801,916,0,0,2023
080802,10,0,0,2023
080803,368,1,0,2023
080804,7,1,0,2023
080805,300,1,1,2023
080806,42,0,0,2023
080807,26,1,0,2023
080808,26,1,0,2023
080901,2438,1,0,2023
080902,1352,1,0,2023
080903,543,0,0,2023
080904,408,0,0,2023
080905,502,0,0,2023
080906,1654,0,0,2023
080907,56,1,0,2023
080908,597,0,0,2023
080909,1447,1,0,2023
080910,92,1,0,2023
080911,271,0,0,2023
080912,16,1,0,2023
080913,14,1,0,2023
080914,3098,1,0,2023
080915,0,0,0,2023
080916,0,0,0,2023
080917,0,0,0,2023
080918,0,0,0,2023
081001,45,1,0,2023
081002,18,0,0,2023
081003,13,0,0,2023
081004,6,0,0,2023
081005,22,1,0,2023
081006,23,1,0,2023
081007,6,1,1,2023
081008,5,0,0,2023
081009,11,0,0,2023
081101,100,1,0,2023
081102,15,0,0,2023
081103,184,0,0,2023
081104,238,1,0,2023
081105,77,1,1,2023
081106,35,1,0,2023
081201,610,1,0,2023
081202,52,0,0,2023
081203,36,1,0,2023
081204,130,0,0,2023
081205,377,1,0,2023
081206,105,1,0,2023
081207,18,1,1,2023
081208,26,1,0,2023
081209,45,1,0,2023
081210,448,0,0,2023
081211,63,1,0,2023
081212,500,1,0,2023
081301,461,1,0,2023
081302,126,1,0,2023
081303,58,1,0,2023
081304,421,0,0,2023
081305,278,0,1,2023
081306,462,1,1,2023
081307,48,1,0,2023
090101,320,0,0,2023
090102,4,0,0,2023
090103,172,1,0,2023
090104,7,1,1,2023
090105,8,1,0,2023
090106,4,1,0,2023
090107,5,0,0,2023
090108,9,1,0,2023
090109,8,0,0,2023
090110,4,0,0,2023
090111,7,0,0,2023
090112,10,0,0,2023
090113,10,1,0,2023
090114,10,1,0,2023
090115,7,1,0,2023
090116,26,0,0,2023
090117,109,1,1,2023
090118,77,1,0,2023
090119,34,0,0,2023
090201,204,0,0,2023
090202,10,0,1,2023
090203,8,1,0,2023
090204,7,0,1,2023
090205,6,1,0,2023
090206,120,0,0,2023
090207,20,0,0,2023
090208,9,0,0,2023
090301,162,0,0,2023
090302,28,0,0,2023
090303,13,0,0,2023
090304,10,0,0,2023
090305,11,1,0,2023
090306,9,0,0,2023
090307,,0,0,2023
090308,8,1,0,2023
090309,12,0,0,2023
090310,14,1,0,2023
090311,11,1,0,2023
090312,24,0,0,2023
090401,41,0,0,2023
090402,7,0,0,2023
090403,6,0,0,2023
090404,3,0,0,2023
090405,7,0,0,2023
090406,5,1,0,2023
090407,7,0,0,2023
090408,4,1,0,2023
090409,,0,0,2023
090410,2,0,0,2023
090411,11,0,0,2023
090412,2,1,1,2023
090413,8,0,0,2023
090501,94,0,0,2023
090502,13,0,0,2023
090503,6,1,0,2023
090504,7,1,0,2023
090505,6,1,1,2023
090506,14,0,0,2023
090507,10,1,0,2023
090508,6,0,0,2023
090509,9,0,0,2023
090510,6,1,0,2023
090511,9,0,0,2023
090601,31,0,0,2023
090602,5,0,0,2023
090603,1,0,0,2023
090604,5,1,0,2023
090605,,0,1,2023
090606,2,0,0,2023
090607,16,1,0,2023
