ubigeo,personal_total,programa_anemia,centro_salud_municipal,Año
120901,209,1,0,2021
120902,21,0,0,2021
120903,23,0,0,2021
120904,15,0,0,2021
120905,23,0,0,2021
120906,7,1,0,2021
120907,7,1,0,2021
120908,18,0,0,2021
120909,5,1,0,2021
130101,2376,1,0,2021
130102,347,1,0,2021
130103,96,1,0,2021
130104,253,0,0,2021
130105,701,1,0,2021
130106,120,1,0,2021
130107,220,0,0,2021
130108,31,1,0,2021
130109,85,0,0,2021
130110,18,1,0,2021
130111,510,1,0,2021
130201,75,0,0,2021
130202,60,1,1,2021
130203,64,0,0,2021
130204,13,0,0,2021
130205,147,0,0,2021
130206,96,1,1,2021
130207,150,0,1,2021
130208,325,1,0,2021
130301,37,0,0,2021
130302,15,0,0,2021
130303,9,0,0,2021
130304,16,0,0,2021
130305,5,0,0,2021
130306,1,0,0,2021
130401,212,0,0,2021
130402,68,0,0,2021
130403,95,1,0,2021
130501,65,0,0,2021
130502,17,1,0,2021
130503,14,1,0,2021
130504,13,1,0,2021
130601,185,0,0,2021
130602,44,1,0,2021
130604,3,0,0,2021
130605,11,0,0,2021
130606,4,1,0,2021
130608,10,1,0,2021
130610,1,0,0,2021
130611,9,1,0,2021
130613,14,1,0,2021
130614,98,1,0,2021
130701,217,0,1,2021
130702,202,1,0,2021
130703,21,1,1,2021
130704,201,1,0,2021
130705,47,0,0,2021
130801,139,0,0,2021
130802,16,1,0,2021
130803,27,0,1,2021
130804,14,1,1,2021
130805,21,0,0,2021
130806,13,1,0,2021
130807,9,0,0,2021
130808,96,0,0,2021
130809,26,1,0,2021
130810,6,1,0,2021
130811,8,0,1,2021
130812,5,1,0,2021
130813,19,0,0,2021
130901,406,1,0,2021
130902,74,1,0,2021
130903,30,1,0,2021
130904,24,1,0,2021
130905,37,1,0,2021
130906,57,1,0,2021
130907,27,1,1,2021
130908,41,1,1,2021
131001,118,1,0,2021
131002,32,0,0,2021
131003,49,0,0,2021
131004,10,0,0,2021
131005,16,0,0,2021
131006,43,0,1,2021
131007,37,0,0,2021
131008,16,0,0,2021
131101,64,0,0,2021
131102,19,0,0,2021
131103,10,0,0,2021
131104,31,1,0,2021
131201,316,1,0,2021
131202,191,1,0,2021
131203,18,1,1,2021
140101,2080,0,0,2021
140102,97,1,0,2021
140103,58,0,0,2021
140104,41,0,0,2021
140105,562,1,0,2021
140106,380,1,0,2021
140107,41,1,0,2021
140108,107,1,0,2021
140109,11,1,0,2021
140110,24,0,0,2021
140111,32,0,0,2021
140112,332,1,0,2021
140113,58,1,0,2021
140114,44,0,0,2021
140115,49,1,0,2021
140116,75,1,0,2021
140117,109,0,1,2021
140118,146,0,1,2021
140119,79,0,0,2021
140120,129,1,0,2021
140201,252,1,0,2021
140202,34,1,0,2021
140203,39,1,0,2021
140204,48,0,0,2021
140205,108,1,0,2021
140206,60,1,0,2021
140301,583,0,1,2021
140302,6,1,0,2021
140303,34,0,1,2021
140304,40,0,0,2021
140305,78,0,0,2021
140306,148,1,0,2021
140307,171,0,0,2021
140308,106,0,0,2021
140309,32,0,0,2021
140310,49,0,0,2021
140311,51,1,0,2021
140312,65,0,0,2021
150101,7254,1,0,2021
150102,201,1,0,2021
150103,3302,1,0,2021
150104,360,1,0,2021
150105,257,1,0,2021
150106,659,1,0,2021
150107,245,1,0,2021
150108,626,1,1,2021
150109,102,1,0,2021
150110,1119,1,0,2021
150111,166,1,0,2021
150112,1251,1,1,2021
150113,891,1,0,2021
150114,1376,1,0,2021
150115,1434,1,0,2021
150116,746,0,0,2021
150117,1386,1,0,2021
150118,976,0,0,2021
150119,842,1,0,2021
150120,462,1,0,2021
150121,596,1,0,2021
150122,1818,1,1,2021
150123,685,0,0,2021
150124,88,1,0,2021
150125,1304,1,0,2021
150126,102,0,0,2021
150127,97,1,0,2021
150128,436,1,0,2021
150129,157,1,0,2021
150130,1510,1,0,2021
150131,2183,1,1,2021
150132,1786,1,0,2021
150133,1028,1,0,2021
150134,286,1,0,2021
150135,1020,1,0,2021
150136,1281,1,0,2021
150137,391,0,0,2021
150138,71,1,0,2021
150139,107,1,0,2021
150140,3127,0,0,2021
150141,809,1,0,2021
150142,591,1,0,2021
150143,754,1,0,2021
150201,361,1,0,2021
150202,92,0,0,2021
150203,62,0,0,2021
150204,111,1,0,2021
150205,58,1,0,2021
150301,8,0,1,2021
150302,1,0,0,2021
150303,4,1,0,2021
150304,3,1,0,2021
150305,4,0,0,2021
150401,3,0,0,2021
150402,7,0,0,2021
150403,8,1,0,2021
150404,2,0,0,2021
150405,3,0,0,2021
150406,5,0,0,2021
150407,24,0,0,2021
150501,323,1,0,2021
150502,152,0,0,2021
150503,11,0,0,2021
150504,151,0,0,2021
150505,123,0,0,2021
150506,18,0,0,2021
150507,253,1,0,2021
150508,36,0,0,2021
150509,231,0,0,2021
150510,95,1,0,2021
150511,4,0,0,2021
150512,76,0,0,2021
150513,103,0,0,2021
150514,71,0,0,2021
150515,12,1,1,2021
150516,11,0,0,2021
150601,438,0,0,2021
150602,1,1,0,2021
150603,1,0,0,2021
150604,71,0,0,2021
150605,283,1,0,2021
150606,2,0,0,2021
150607,2,0,0,2021
150608,3,0,0,2021
150609,2,1,0,2021
150610,7,1,0,2021
150611,8,0,0,2021
150612,1,1,0,2021
150701,86,1,0,2021
150702,1,0,0,2021
150703,1,1,0,2021
150704,4,0,0,2021
150705,22,0,0,2021
150706,0,0,0,2021
150707,0,0,0,2021
150708,1,1,0,2021
150709,0,0,0,2021
150710,1,0,0,2021
150711,0,1,0,2021
150712,1,1,0,2021
150713,6,0,0,2021
150714,15,1,0,2021
150715,3,0,0,2021
150716,122,1,0,2021
150717,4,0,0,2021
150718,0,0,0,2021
150719,0,0,0,2021
150720,0,0,0,2021
150721,6,1,0,2021
150722,23,1,1,2021
150723,4,1,0,2021
150724,0,0,0,2021
150725,8,1,0,2021
150726,0,1,0,2021
150727,42,1,0,2021
150728,23,0,0,2021
150729,0,1,0,2021
150730,13,1,0,2021
150731,2,1,0,2021
150732,5,0,0,2021
150801,549,0,0,2021
150802,6,0,0,2021
150803,29,0,0,2021
150804,4,1,1,2021
150805,92,1,0,2021
150806,73,0,0,2021
150807,0,0,0,2021
150808,3,1,0,2021
150809,1,0,0,2021
150810,104,0,0,2021
150811,72,0,0,2021
150812,34,1,1,2021
150901,123,0,0,2021
150902,1,1,0,2021
150903,5,0,0,2021
150904,4,1,0,2021
150905,1,1,0,2021
150906,24,1,0,2021
151001,15,0,0,2021
151002,6,0,0,2021
151003,0,0,0,2021
151004,0,0,0,2021
151005,0,0,0,2021
151006,18,0,0,2021
151007,17,0,0,2021
151008,0,1,0,2021
151009,4,1,0,2021
151010,7,0,0,2021
151011,0,1,0,2021
151012,0,1,0,2021
151013,0,0,0,2021
151014,1,0,0,2021
151015,3,1,0,2021
151016,2,0,0,2021
151017,1,0,0,2021
151018,0,0,0,2021
151019,6,0,0,2021
151020,0,1,0,2021
151021,14,0,0,2021
151022,1,0,0,2021
151023,2,0,0,2021
151024,2,0,0,2021
151025,0,1,0,2021
151026,7,0,0,2021
151027,0,0,0,2021
151028,1,1,0,2021
151029,1,1,0,2021
151030,0,0,0,2021
151031,1,0,0,2021
151032,0,0,0,2021
151033,1,0,0,2021
160101,1334,0,0,2021
160102,41,0,1,2021
160103,114,1,0,2021
160104,47,1,0,2021
160105,56,0,0,2021
160106,50,0,0,2021
160107,21,0,0,2021
160108,247,1,0,2021
160110,24,1,0,2021
160112,485,0,0,2021
160113,578,1,0,2021
160201,150,0,0,2021
160202,44,1,0,2021
160205,35,0,0,2021
160206,18,0,0,2021
160210,10,0,0,2021
160211,16,0,0,2021
160301,168,1,0,2021
160302,17,0,0,2021
160303,26,0,0,2021
160304,23,0,0,2021
160305,23,0,0,2021
160401,119,0,0,2021
160402,38,0,0,2021
160403,28,0,0,2021
160404,30,1,0,2021
160501,145,0,1,2021
160502,9,0,0,2021
160503,24,0,0,2021
160504,23,1,0,2021
160505,32,0,0,2021
160506,12,1,1,2021
160507,20,0,0,2021
160508,5,1,0,2021
160509,4,1,1,2021
160510,18,0,1,2021
160511,24,0,0,2021
160601,117,0,0,2021
160602,10,0,0,2021
160603,21,0,0,2021
160604,20,0,0,2021
160605,27,1,0,2021
160606,26,1,1,2021
160701,42,1,0,2021
160702,18,1,0,2021
160703,30,1,0,2021
160704,23,0,0,2021
160705,32,0,0,2021
160706,17,1,0,2021
160801,29,1,0,2021
160802,11,0,0,2021
160803,14,0,0,2021
160804,13,1,0,2021
170101,471,1,0,2021
170102,49,1,0,2021
170103,4,1,0,2021
170104,26,0,0,2021
170201,24,1,0,2021
170202,4,0,0,2021
170203,43,0,0,2021
170204,20,0,0,2021
170301,43,0,0,2021
170302,37,1,0,2021
170303,19,0,0,2021
180101,1061,0,0,2021
180102,101,0,0,2021
180103,81,0,0,2021
180104,95,1,0,2021
180105,118,0,0,2021
180106,479,1,0,2021
180201,49,0,0,2021
180202,78,0,0,2021
180203,6,0,0,2021
180204,119,1,0,2021
180205,3,1,0,2021
180206,6,1,0,2021
180207,9,0,0,2021
180208,11,0,0,2021
180209,6,0,0,2021
180210,13,1,0,2021
180211,10,1,0,2021
180301,156,0,0,2021
180302,44,1,0,2021
180303,55,1,0,2021
190101,301,1,0,2021
190102,29,1,0,2021
190103,49,1,0,2021
190104,58,1,0,2021
190105,11,0,0,2021
190106,34,1,0,2021
190107,56,0,0,2021
190108,34,1,0,2021
190109,78,1,0,2021
190110,31,1,0,2021
190111,11,0,0,2021
190112,14,0,0,2021
190113,181,1,0,2021
190201,106,0,0,2021
190202,26,1,0,2021
190203,5,1,0,2021
190204,9,1,0,2021
190205,11,1,0,2021
190206,31,1,0,2021
190207,31,0,0,2021
190208,8,0,1,2021
190301,141,0,0,2021
190302,44,0,0,2021
190303,58,1,0,2021
190304,57,1,0,2021
190305,55,1,0,2021
190306,119,0,0,2021
190307,141,1,0,2021
190308,96,0,0,2021
200101,1319,1,0,2021
200104,816,1,0,2021
200105,265,1,0,2021
200107,44,1,0,2021
200108,37,1,0,2021
200109,94,1,0,2021
200110,95,0,0,2021
200111,75,0,0,2021
200114,217,0,0,2021
200115,501,1,0,2021
200201,75,0,0,2021
200202,26,1,0,2021
200203,10,1,1,2021
200204,14,1,0,2021
200205,15,0,0,2021
200206,60,0,0,2021
200207,16,1,0,2021
200208,38,0,0,2021
200209,10,0,0,2021
200210,59,0,0,2021
200301,93,0,0,2021
200302,41,1,0,2021
200303,91,0,0,2021
200304,86,0,0,2021
200305,12,0,0,2021
200306,28,1,0,2021
200307,30,1,0,2021
200308,42,1,0,2021
200401,285,0,0,2021
200402,25,0,0,2021
200403,38,1,0,2021
200404,33,1,1,2021
200405,35,0,0,2021
200406,57,0,0,2021
200407,18,1,0,2021
200408,11,1,0,2021
200409,48,1,0,2021
200410,16,1,0,2021
200501,343,0,0,2021
200502,13,0,0,2021
200503,40,0,0,2021
200504,99,0,0,2021
200505,27,0,0,2021
200506,23,0,0,2021
200507,15,0,0,2021
200601,810,1,0,2021
200602,110,0,0,2021
200603,55,0,0,2021
200604,59,1,0,2021
200605,52,1,0,2021
200606,44,0,1,2021
200607,102,1,0,2021
200608,25,0,0,2021
200701,507,1,0,2021
200702,77,0,0,2021
200703,87,0,0,2021
200704,35,1,0,2021
200705,66,0,0,2021
200706,78,0,1,2021
200801,167,1,0,2021
200802,39,1,0,2021
200803,14,0,0,2021
200804,19,1,1,2021
200805,67,1,0,2021
200806,12,1,0,2021
210101,830,1,1,2021
210102,53,1,0,2021
210103,4,0,0,2021
210104,8,1,0,2021
210105,4,1,0,2021
210106,24,1,0,2021
210107,13,1,0,2021
210108,12,1,0,2021
210109,10,1,0,2021
210110,4,1,0,2021
210111,15,1,0,2021
210112,13,1,0,2021
210113,3,0,0,2021
210114,14,1,0,2021
210115,5,1,0,2021
210201,219,0,0,2021
210202,4,1,0,2021
210203,8,1,1,2021
210204,36,1,0,2021
210205,1,1,0,2021
210206,11,1,0,2021
210207,5,0,0,2021
210208,5,1,0,2021
210209,10,0,0,2021
210210,24,1,0,2021
210211,39,0,0,2021
210212,6,0,0,2021
210213,4,0,0,2021
210214,10,1,0,2021
210215,2,0,0,2021
210301,140,1,0,2021
210302,2,1,1,2021
210303,27,1,0,2021
210304,29,0,0,2021
210305,11,1,0,2021
210306,31,1,0,2021
210307,22,0,0,2021
210308,14,0,0,2021
210309,17,1,0,2021
210310,19,1,0,2021
210401,169,0,0,2021
210402,35,0,0,2021
210403,8,1,0,2021
210404,26,1,0,2021
210405,22,1,0,2021
210406,87,1,0,2021
210407,44,1,0,2021
210501,257,0,0,2021
210502,7,1,0,2021
210503,30,1,0,2021
210504,21,1,0,2021
210505,2,1,0,2021
210601,69,1,0,2021
210602,0,0,0,2021
210603,4,1,0,2021
210604,2,0,0,2021
210605,5,1,0,2021
210606,10,0,1,2021
210607,13,1,0,2021
210608,4,0,1,2021
210701,101,0,0,2021
210702,4,0,0,2021
210703,18,1,0,2021
210704,2,0,0,2021
210705,3,0,0,2021
210706,1,1,0,2021
210707,2,1,0,2021
210708,4,1,1,2021
210709,1,1,0,2021
210710,1,0,0,2021
210801,194,1,0,2021
210802,22,0,0,2021
210803,11,1,0,2021
210804,1,1,0,2021
210805,3,1,0,2021
210806,52,0,1,2021
210807,45,1,0,2021
210808,8,1,0,2021
210809,8,1,0,2021
210901,46,0,0,2021
210902,4,1,1,2021
210903,1,0,0,2021
210904,4,0,0,2021
211001,145,1,0,2021
211002,44,0,0,2021
211003,4,1,0,2021
211004,6,1,0,2021
211005,2,0,0,2021
211101,1911,0,0,2021
211102,4,1,0,2021
211103,3,1,0,2021
211104,11,1,0,2021
211105,195,0,0,2021
211201,107,0,0,2021
211202,10,1,0,2021
211203,5,0,1,2021
211204,0,1,0,2021
211205,1,1,1,2021
211206,5,0,0,2021
211207,14,0,0,2021
211208,3,0,0,2021
211209,5,0,0,2021
211210,9,1,0,2021
211301,79,0,0,2021
211302,1,1,0,2021
211303,7,1,0,2021
211304,16,1,0,2021
211305,6,1,0,2021
211306,2,0,1,2021
211307,4,0,1,2021
220101,395,1,0,2021
220102,25,1,0,2021
220103,29,1,0,2021
220104,22,1,0,2021
220105,73,1,0,2021
220106,15,0,0,2021
220201,81,1,0,2021
220202,18,1,0,2021
220203,37,1,0,2021
220204,15,0,0,2021
220205,36,0,0,2021
220206,16,0,0,2021
220301,77,1,0,2021
220302,12,0,0,2021
220303,22,1,0,2021
220304,20,1,0,2021
220305,11,0,0,2021
220401,69,0,0,2021
220402,19,0,0,2021
220403,14,0,0,2021
220404,5,0,0,2021
220405,11,1,0,2021
220406,8,0,0,2021
220501,81,1,0,2021
220502,25,1,0,2021
220503,16,1,0,2021
220504,18,0,1,2021
220505,12,1,0,2021
220506,17,0,0,2021
220507,17,0,0,2021
220508,11,1,0,2021
220509,6,0,0,2021
220510,28,1,0,2021
220511,15,1,0,2021
220601,145,1,0,2021
220602,15,0,0,2021
220603,18,1,0,2021
220604,13,0,0,2021
220605,8,0,0,2021
220701,49,0,0,2021
220702,14,0,0,2021
220703,13,0,0,2021
220704,2,1,0,2021
220705,16,0,0,2021
220706,7,0,0,2021
220707,15,0,0,2021
220708,26,1,0,2021
220709,14,0,0,2021
220710,12,0,0,2021
220801,204,1,0,2021
220802,56,1,0,2021
220803,26,0,0,2021
220804,149,1,0,2021
220805,110,1,0,2021
220806,9,0,0,2021
220807,18,0,0,2021
220808,30,1,1,2021
220809,11,0,1,2021
220901,473,1,0,2021
220902,4,0,0,2021
220903,6,1,0,2021
220904,7,1,0,2021
220905,2,0,0,2021
220906,12,0,0,2021
220907,9,0,0,2021
220908,13,0,0,2021
220909,71,1,0,2021
220910,53,1,1,2021
220911,3,0,0,2021
220912,9,0,1,2021
220913,9,1,0,2021
220914,6,1,0,2021
221001,179,1,0,2021
221002,21,1,0,2021
221003,39,1,1,2021
221004,6,0,0,2021
221005,113,0,0,2021
230101,663,0,1,2021
230102,228,1,0,2021
230103,38,0,0,2021
230104,277,1,0,2021
230105,74,0,0,2021
230106,20,0,0,2021
230107,57,1,0,2021
230108,154,0,1,2021
230109,43,0,0,2021
230110,822,1,0,2021
230111,44,1,0,2021
230201,48,0,0,2021
230202,25,0,0,2021
230203,27,1,0,2021
230204,8,0,0,2021
230205,6,1,0,2021
230206,10,1,0,2021
230301,582,0,0,2021
230302,665,0,0,2021
230303,292,1,0,2021
230401,67,0,1,2021
230402,9,0,0,2021
230403,10,1,0,2021
230404,11,0,0,2021
230405,5,0,0,2021
230406,8,0,0,2021
230407,7,1,0,2021
230408,22,0,0,2021
240101,559,1,0,2021
240102,99,1,0,2021
240103,50,1,0,2021
240104,46,1,1,2021
240105,58,0,0,2021
240106,17,1,0,2021
240201,139,0,0,2021
240202,22,0,1,2021
240203,40,0,0,2021
240301,196,1,0,2021
240302,181,0,0,2021
240303,17,1,0,2021
240304,23,0,1,2021
250101,1109,1,0,2021
250102,35,0,0,2021
250103,35,0,0,2021
250104,45,1,0,2021
250105,232,1,0,2021
250106,36,0,0,2021
250107,159,0,0,2021
250201,370,1,0,2021
250202,52,0,0,2021
250203,45,1,0,2021
250204,17,1,0,2021
250301,63,0,0,2021
250302,44,0,0,2021
250303,40,0,0,2021
250304,36,0,0,2021
250305,18,0,0,2021
250401,65,1,0,2021
010101,198,0,0,2022
010102,0,0,0,2022
010103,2,0,0,2022
010104,0,1,0,2022
010105,6,1,0,2022
010106,1,0,0,2022
010107,1,0,0,2022
010108,10,0,0,2022
010109,5,0,0,2022
010110,4,0,0,2022
010111,3,0,0,2022
010112,4,0,0,2022
010113,4,0,0,2022
010114,5,0,0,2022
010115,4,0,0,2022
010116,3,0,0,2022
010117,2,0,0,2022
010118,2,0,0,2022
010119,4,0,0,2022
010120,3,0,0,2022
010121,2,1,0,2022
010201,144,0,0,2022
010202,17,0,0,2022
010203,16,0,0,2022
010204,9,0,0,2022
010205,56,1,0,2022
010206,30,1,0,2022
010301,14,0,0,2022
010302,2,1,0,2022
010303,5,0,0,2022
010304,1,1,0,2022
010305,5,0,0,2022
010306,9,1,1,2022
010307,40,0,0,2022
010308,2,0,0,2022
010309,4,1,0,2022
010310,6,0,1,2022
010311,1,0,0,2022
010312,13,0,0,2022
010401,155,1,0,2022
010402,13,1,0,2022
010403,28,1,0,2022
010501,82,0,0,2022
010502,7,0,0,2022
010503,3,0,0,2022
010504,4,1,0,2022
010505,5,1,0,2022
010506,3,0,0,2022
010507,4,0,0,2022
010508,2,0,0,2022
010509,7,0,0,2022
010510,2,1,0,2022
010511,0,0,1,2022
010512,7,0,0,2022
010513,8,1,1,2022
010514,5,1,0,2022
010515,2,0,0,2022
010516,2,1,0,2022
010517,3,0,0,2022
010518,2,0,0,2022
010519,3,0,0,2022
010520,2,0,0,2022
010521,4,0,0,2022
010522,5,0,1,2022
010523,2,0,0,2022
010601,65,0,0,2022
010602,4,0,0,2022
010603,3,0,0,2022
010604,10,1,0,2022
010605,8,1,0,2022
010606,7,0,0,2022
010607,10,0,0,2022
010608,7,0,0,2022
010609,14,1,0,2022
010610,4,1,0,2022
010611,6,0,0,2022
010612,3,0,1,2022
010701,235,1,0,2022
010702,67,1,0,2022
010703,20,0,0,2022
010704,16,0,0,2022
010705,30,1,1,2022
010706,20,0,0,2022
010707,10,0,0,2022
020101,517,0,0,2022
020102,8,1,0,2022
020103,1,0,0,2022
020104,4,1,0,2022
020105,278,1,0,2022
020106,21,1,0,2022
020107,9,1,0,2022
020108,8,1,0,2022
020109,4,1,0,2022
020110,15,1,0,2022
020111,7,0,0,2022
020112,4,0,0,2022
020201,9,1,1,2022
020202,27,1,0,2022
020203,15,1,0,2022
020204,5,0,0,2022
020205,7,0,0,2022
020301,8,0,1,2022
020302,11,0,0,2022
020303,5,0,0,2022
020304,6,0,0,2022
020305,3,1,0,2022
020306,3,0,0,2022
020401,34,1,0,2022
020402,13,1,0,2022
020501,16,0,0,2022
020502,4,0,0,2022
020503,8,1,0,2022
020504,6,0,0,2022
020505,8,1,1,2022
020506,1,1,0,2022
020507,12,0,0,2022
020508,27,1,0,2022
020509,7,0,0,2022
020510,6,0,0,2022
020511,1,0,0,2022
020512,4,0,0,2022
020513,3,0,0,2022
020514,1,0,0,2022
020515,1,1,0,2022
020601,215,0,0,2022
020602,7,1,0,2022
020603,7,1,0,2022
020604,11,0,0,2022
020605,4,1,0,2022
020606,18,1,0,2022
020607,9,0,0,2022
020608,11,0,0,2022
020609,6,0,0,2022
020610,13,0,0,2022
020611,2,1,0,2022
020701,63,0,0,2022
020702,9,1,0,2022
020703,29,1,0,2022
020801,141,1,0,2022
020802,25,0,0,2022
020803,12,0,0,2022
020804,26,1,0,2022
020901,13,1,0,2022
020902,7,0,0,2022
020903,13,0,0,2022
020904,7,0,0,2022
020905,8,0,0,2022
020906,8,0,0,2022
020907,5,0,0,2022
021001,71,1,0,2022
021002,22,0,0,2022
021003,9,0,1,2022
021004,45,1,0,2022
021005,11,0,0,2022
021006,3,1,0,2022
021007,10,0,0,2022
021008,14,0,0,2022
021009,10,0,0,2022
021010,11,1,0,2022
021011,11,1,0,2022
021012,4,1,1,2022
021013,12,1,0,2022
021014,40,0,1,2022
021015,7,0,0,2022
021016,10,0,0,2022
021101,116,1,0,2022
021102,9,1,0,2022
021103,26,1,0,2022
021104,3,0,0,2022
021105,5,0,0,2022
021201,200,1,0,2022
021202,10,0,0,2022
021203,6,0,0,2022
021204,10,1,0,2022
021205,7,0,0,2022
021206,7,0,0,2022
021207,27,0,1,2022
021208,22,0,0,2022
021209,8,1,0,2022
021210,12,0,0,2022
021301,31,1,0,2022
021302,7,0,0,2022
021303,2,1,0,2022
021304,4,0,0,2022
021305,5,0,0,2022
021306,54,0,0,2022
021307,17,0,0,2022
021308,7,1,0,2022
021401,14,0,0,2022
021402,2,0,0,2022
021403,0,0,0,2022
021404,5,0,0,2022
021405,1,1,0,2022
021406,11,0,1,2022
021407,1,0,0,2022
021408,4,1,1,2022
021409,5,1,0,2022
021410,2,1,0,2022
021501,73,0,1,2022
021502,15,0,0,2022
021503,37,0,0,2022
021504,6,0,0,2022
021505,8,0,0,2022
021506,11,0,0,2022
021507,8,1,0,2022
021508,19,0,0,2022
021509,56,1,0,2022
021510,5,0,0,2022
021511,9,0,0,2022
021601,84,0,0,2022
021602,5,1,1,2022
021603,7,0,0,2022
021604,4,0,0,2022
021701,11,0,0,2022
021702,11,0,1,2022
021703,8,0,0,2022
021704,2,0,0,2022
021705,4,0,0,2022
021706,2,0,0,2022
021707,2,0,0,2022
021708,5,1,0,2022
021709,1,1,0,2022
021710,13,0,0,2022
021801,1888,0,1,2022
021802,43,0,0,2022
021803,113,1,0,2022
021804,29,0,0,2022
021805,98,1,0,2022
021806,182,1,1,2022
021807,65,0,0,2022
021808,187,0,0,2022
021809,836,1,0,2022
021901,46,0,0,2022
021902,3,1,0,2022
021903,12,0,0,2022
021904,19,0,0,2022
021905,6,1,0,2022
021906,8,0,0,2022
021907,9,1,0,2022
021908,2,0,0,2022
021909,58,1,0,2022
021910,16,0,0,2022
022001,80,1,0,2022
022002,12,1,0,2022
022003,24,0,0,2022
022004,6,1,0,2022
022005,28,1,0,2022
022006,7,0,0,2022
022007,2,1,0,2022
022008,9,0,0,2022
030101,524,1,0,2022
030102,13,0,0,2022
030103,5,1,1,2022
030104,88,0,0,2022
030105,4,1,0,2022
030106,11,1,0,2022
030107,7,1,0,2022
030108,10,1,1,2022
030109,39,1,0,2022
030201,370,1,1,2022
030202,13,1,0,2022
030203,4,0,1,2022
030204,35,1,0,2022
030205,10,0,1,2022
030206,4,1,0,2022
030207,18,1,1,2022
030208,8,1,0,2022
030209,8,0,0,2022
030210,3,1,1,2022
030211,4,0,0,2022
030212,12,1,0,2022
030213,51,1,0,2022
030214,7,1,0,2022
030215,20,1,0,2022
030216,110,0,0,2022
030217,6,0,0,2022
030218,11,1,0,2022
030219,7,0,0,2022
030220,9,1,0,2022
030301,52,0,0,2022
030302,3,0,0,2022
030303,7,1,0,2022
030304,2,1,1,2022
030305,4,0,0,2022
030306,3,0,0,2022
030307,2,1,0,2022
030401,53,1,0,2022
030402,1,1,0,2022
030403,4,1,0,2022
030404,7,0,0,2022
030405,3,0,0,2022
030406,8,0,0,2022
030407,6,1,0,2022
030408,6,0,0,2022
030409,3,1,0,2022
030410,7,0,0,2022
030411,3,0,0,2022
030412,12,1,0,2022
030413,7,1,0,2022
030414,7,0,0,2022
030415,8,0,1,2022
030416,3,0,0,2022
030417,2,0,0,2022
030501,727,1,0,2022
030502,41,0,0,2022
030503,39,1,0,2022
030504,82,1,0,2022
030505,150,1,0,2022
030506,41,1,0,2022
030601,66,1,1,2022
030602,31,1,0,2022
030603,5,1,0,2022
030604,33,1,0,2022
030605,22,0,0,2022
030606,15,0,0,2022
030607,13,0,0,2022
030608,9,0,0,2022
030609,4,1,0,2022
030610,9,1,0,2022
030611,1,1,0,2022
030701,21,1,1,2022
030702,4,0,0,2022
030703,5,1,0,2022
030704,4,1,0,2022
030705,19,1,0,2022
030706,3,0,0,2022
030707,5,1,0,2022
030708,6,1,0,2022
030709,2,1,0,2022
030710,2,0,0,2022
030711,5,1,0,2022
030712,5,0,0,2022
030713,8,1,0,2022
030714,2,0,0,2022
040101,1514,1,1,2022
040102,447,1,0,2022
040103,552,1,0,2022
040104,1067,1,0,2022
040105,59,1,0,2022
040106,6,1,0,2022
040107,260,1,0,2022
040108,221,0,0,2022
040109,253,1,0,2022
040110,364,1,0,2022
040111,22,1,0,2022
040112,464,1,0,2022
040113,6,1,0,2022
040114,4,0,0,2022
040115,10,1,0,2022
040116,43,1,0,2022
040117,290,1,0,2022
040118,9,0,0,2022
040119,21,1,0,2022
040120,9,1,1,2022
040121,21,0,0,2022
040122,332,1,0,2022
040123,82,1,0,2022
040124,85,1,0,2022
040125,36,0,0,2022
040126,437,0,0,2022
040127,19,0,0,2022
040128,239,1,0,2022
040129,591,1,0,2022
040201,235,1,0,2022
040202,14,0,0,2022
040203,11,1,0,2022
040204,9,1,1,2022
040205,17,1,1,2022
040206,17,1,1,2022
040207,7,0,0,2022
040208,66,0,0,2022
040301,61,1,1,2022
040302,22,0,0,2022
040303,9,0,0,2022
040304,8,1,0,2022
040305,49,1,0,2022
040306,3,1,0,2022
040307,47,1,0,2022
040308,13,0,0,2022
040309,12,1,0,2022
040310,8,0,0,2022
040311,4,0,0,2022
040312,4,0,0,2022
040313,12,0,0,2022
040401,61,0,0,2022
040402,6,0,0,2022
040403,16,0,0,2022
040404,7,1,0,2022
040405,7,1,0,2022
040406,6,1,0,2022
040407,10,1,0,2022
040408,6,1,0,2022
040409,8,0,0,2022
040410,8,0,0,2022
040411,4,1,0,2022
040412,1,0,0,2022
040413,32,0,0,2022
040414,8,0,0,2022
040501,227,1,0,2022
040502,5,1,0,2022
040503,5,0,0,2022
040504,10,1,0,2022
040505,12,1,0,2022
040506,5,0,0,2022
040507,15,1,0,2022
040508,2,0,1,2022
040509,0,0,0,2022
040510,4,1,0,2022
040511,13,0,0,2022
040512,6,1,0,2022
040513,5,1,0,2022
040514,12,0,0,2022
040515,4,1,0,2022
040516,1,1,0,2022
040517,5,0,0,2022
040518,9,1,0,2022
040519,8,0,0,2022
040520,374,1,0,2022
040601,48,0,0,2022
040602,5,1,0,2022
040603,3,0,0,2022
040604,9,0,0,2022
040605,2,1,0,2022
040606,11,0,0,2022
040607,6,1,0,2022
040608,15,1,0,2022
040701,246,1,0,2022
040702,119,0,0,2022
040703,73,0,0,2022
040704,105,0,0,2022
040705,67,0,0,2022
040706,68,1,0,2022
040801,17,1,0,2022
040802,8,1,0,2022
040803,6,1,0,2022
040804,5,0,0,2022
040805,2,0,0,2022
