ANO_EJE,ubigeo,gasto_total,gasto_anemia_pan
2021,030611,3264729.94,43902.92
2021,030612,199151.97,0.0
2021,030701,66912257.17,5791909.8
2021,030702,3983980.77,100625.5
2021,030703,6094573.79,20643.0
2021,030704,3423983.13,18232.0
2021,030705,1723558.46,0.0
2021,030706,2723518.68,0.0
2021,030707,2178363.94,0.0
2021,030708,6974285.529999999,195578.45
2021,030709,1058428.92,0.0
2021,030710,1915661.9,341785.6
2021,030711,1788810.18,4839.0
2021,030712,3445506.77,0.0
2021,030713,2486373.09,1306.7
2021,030714,4484850.82,1879.0
2021,040101,2363192390.7599998,41754510.33
2021,040102,66468660.4,233287.0
2021,040103,334643057.23,4369095.64
2021,040104,152689948.17,504359.39
2021,040105,12364846.120000001,52460.0
2021,040106,4377525.07,17618.0
2021,040107,28137397.14,132740.85
2021,040108,132040150.51,10398916.48
2021,040109,33103088.33,103320.0
2021,040110,31638657.96,122010.0
2021,040111,9370574.55,29370.97
2021,040112,101127814.16,309676.93
2021,040113,3154776.7600000002,0.0
2021,040114,3755119.02,0.0
2021,040115,4404712.11,0.0
2021,040116,4097824.95,26850.4
2021,040117,24047549.12,86446.22
2021,040118,51327687.64,0.0
2021,040119,4873842.13,0.0
2021,040120,5155230.9799999995,3918.2
2021,040121,7565231.39,0.0
2021,040122,47152676.72,342529.70999999996
2021,040123,24382083.98,49687.0
2021,040124,36214703.47,0.0
2021,040125,12419618.52,320.0
2021,040126,146582248.32,33564.0
2021,040127,78964442.63,573523.48
2021,040128,63303832.94,175434.72
2021,040129,76368861.64,103227.84
2021,040201,116888876.83,6760983.52
2021,040202,3073885.65,141533.8
2021,040203,8439392.34,64088.1
2021,040204,7629589.94,0.0
2021,040205,14693123.6,0.0
2021,040206,4866438.46,0.0
2021,040207,5481228.319999999,6513.0
2021,040208,54940781.04,0.0
2021,040301,26933886.88,0.0
2021,040302,5518371.92,1816.0
2021,040303,35495756.57,0.0
2021,040304,1510996.23,9964.0
2021,040305,8309877.68,0.0
2021,040306,2256022.59,4375.0
2021,040307,5270579.28,0.0
2021,040308,12115821.68,0.0
2021,040309,3528573.87,8860.0
2021,040310,1571118.63,0.0
2021,040311,2854295.07,0.0
2021,040312,5334788.86,0.0
2021,040313,3661103.39,0.0
2021,040401,106407525.02,5909763.47
2021,040402,4142126.33,0.0
2021,040403,2929489.1100000003,0.0
2021,040404,7101237.04,0.0
2021,040405,3596470.7,0.0
2021,040406,4912916.66,0.0
2021,040407,2325416.94,0.0
2021,040408,1155297.95,0.0
2021,040409,9090352.1,0.0
2021,040410,2405310.82,0.0
2021,040411,1455620.99,4323.0
2021,040412,3523950.29,0.0
2021,040413,12193620.74,0.0
2021,040414,1391252.4,0.0
2021,040501,65295350.21,0.0
2021,040502,2247843.2800000003,0.0
2021,040503,5966994.75,0.0
2021,040504,2472994.38,0.0
2021,040505,9023333.38,0.0
2021,040506,2275405.55,0.0
2021,040507,3811757.3,0.0
2021,040508,2974744.98,0.0
2021,040509,3306010.16,0.0
2021,040510,3550813.73,0.0
2021,040511,3283759.13,0.0
2021,040512,2073527.22,0.0
2021,040513,3272654.38,0.0
2021,040514,2862543.02,0.0
2021,040515,1398026.26,0.0
2021,040516,4377312.98,4314.55
2021,040517,3332104.59,0.0
2021,040518,1325515.95,0.0
2021,040519,4864738.17,0.0
2021,040520,117683161.65,1652246.85
2021,040601,65021749.51,0.0
2021,040602,3511786.39,4323.0
2021,040603,5524885.82,18502.0
2021,040604,6826135.38,0.0
2021,040605,2019665.85,0.0
2021,040606,6640865.600000001,0.0
2021,040607,4347072.14,11150.0
2021,040608,13287624.99,19165.239999999998
2021,040701,78169666.28,51801.4
2021,040702,15741288.02,0.0
2021,040703,10165789.23,0.0
2021,040704,16971037.939999998,0.0
2021,040705,7790281.6,0.0
2021,040706,9726576.44,1552.5
2021,040801,29711944.59,0.0
2021,040802,3018574.96,0.0
2021,040803,5917087.4,0.0
2021,040804,2633473.13,0.0
2021,040805,2997238.17,0.0
2021,040806,3682976.0100000002,0.0
2021,040807,2706147.99,2942.0299999999997
2021,040808,928283.02,0.0
2021,040809,3793241.5,0.0
2021,040810,1290926.8599999999,0.0
2021,040811,2830765.67,0.0
2021,050101,1257339432.0,24926715.43
2021,050102,19566047.47,64570.0
2021,050103,7064465.89,39022.0
2021,050104,28532142.15,99515.0
2021,050105,9620733.54,0.0
2021,050106,26516076.86,48606.53
2021,050107,1847009.36,1710.0
2021,050108,14452523.299999999,0.0
2021,050109,11366848.23,8494.5
2021,050110,28965073.43,223213.27
2021,050111,5875057.3,12400.0
2021,050112,13992650.92,88672.08
2021,050113,11105278.0,39494.4
2021,050114,39957449.24,353742.9
2021,050115,30497418.14,98833.2
2021,050116,15192560.86,111048.29000000001
2021,050201,105190128.3,16155128.97
2021,050202,5912820.83,19582.1
2021,050203,9392370.39,123940.1
2021,050204,7320049.76,18715.0
2021,050205,12321322.31,30322.0
2021,050206,7141753.41,0.0
2021,050301,33707620.48,21439.9
2021,050302,6277024.41,0.0
2021,050303,5801557.93,1890.0
2021,050304,8315165.62,5000.0
2021,050401,213903177.25,10029653.17
2021,050402,6387843.16,250.0
2021,050403,7034426.12,31383.65
2021,050404,3085720.51,21439.0
2021,050405,14522233.290000001,32573.03
2021,050406,5647466.75,50119.0
2021,050407,12802652.33,344449.52
2021,050408,31148237.91,80614.5
2021,050409,17728856.88,108663.67
2021,050410,7820401.9799999995,24471.0
2021,050411,10796361.27,59350.9
2021,050412,2564803.5,9492.1
2021,050413,249874.16999999998,0.0
2021,050501,204029125.9,20374515.38
2021,050502,15402806.76,92489.0
2021,050503,83509208.32,5188758.59
2021,050504,11792866.68,6660.0
2021,050505,23604230.94,36761.0
2021,050506,3476594.67,7320.7
2021,050507,25961381.93,0.0
2021,050508,19538467.69,214791.5
2021,050509,13702695.959999999,0.0
2021,050510,22771893.05,36072.3
2021,050511,4141934.71,5243.0
2021,050512,122563.2,0.0
2021,050513,436694.43,0.0
2021,050514,176113.1,0.0
2021,050515,162952.4,0.0
2021,050601,132413193.63,124618.8
2021,050602,10542214.19,21709.0
2021,050603,4795874.24,0.0
2021,050604,6688895.91,3289.0
2021,050605,14503897.61,5568.0
2021,050606,5449918.7700000005,223.0
2021,050607,1950959.76,12453.0
2021,050608,2760187.87,0.0
2021,050609,1431720.73,0.0
2021,050610,2582747.55,0.0
2021,050611,8101021.1,17082.0
2021,050612,3032947.04,0.0
2021,050613,2484797.66,30538.600000000002
2021,050614,2482254.68,3500.0
2021,050615,1767817.26,0.0
2021,050616,3057082.43,0.0
2021,050617,4127561.88,189.7
2021,050618,10208882.84,400.0
2021,050619,5679234.84,0.0
2021,050620,1199207.84,2000.0
2021,050621,1820999.28,9350.0
2021,050701,25748565.69,4487.0
2021,050702,8409365.05,0.0
2021,050703,5038249.99,1757605.05
2021,050704,5133981.83,0.0
2021,050705,4603583.6899999995,21385.300000000003
2021,050706,11177517.14,167.5
2021,050707,5498849.08,93482.5
2021,050708,2217472.68,11086.0
2021,050801,51852189.82,2386.0
2021,050802,2632315.92,0.0
2021,050803,2432787.58,0.0
2021,050804,3413862.11,694.0
2021,050805,2230427.3,0.0
2021,050806,11227090.2,0.0
2021,050807,3855141.19,0.0
2021,050808,4457945.12,8381.5
2021,050809,857981.16,0.0
2021,050810,89534587.87,8130160.1899999995
2021,050901,40473911.32,541500.2
2021,050902,1404307.09,0.0
2021,050903,1561022.32,0.0
2021,050904,4601744.08,0.0
2021,050905,941501.36,0.0
2021,050906,4369938.88,0.0
2021,050907,703935.74,0.0
2021,050908,2526181.1,34424.0
2021,050909,9257539.48,14768.0
2021,050910,2226402.66,0.0
2021,050911,4419061.08,0.0
2021,051001,43697852.85,2192.0
2021,051002,1721232.94,0.0
2021,051003,4589433.39,0.0
2021,051004,1110126.9,8185.5
2021,051005,2084080.53,460.0
2021,051006,1954426.6300000001,0.0
2021,051007,5270435.4,858.0
2021,051008,4972571.58,0.0
2021,051009,2022528.43,0.0
2021,051010,7977573.0200000005,0.0
2021,051011,5508241.61,9268.2
2021,051012,12939677.36,17357.1
2021,051101,45145107.08,0.0
2021,051102,3135121.13,860.0
2021,051103,1857660.2,0.0
2021,051104,2719937.02,8108.0
2021,051105,1154849.83,0.0
2021,051106,2019364.52,0.0
2021,051107,2537568.91,12274.15
2021,051108,8632808.42,0.0
2021,060101,1282347856.3,55054837.38
2021,060102,11834843.17,43483.94
2021,060103,8139056.61,22630.0
2021,060104,5977851.69,54860.7
2021,060105,58213000.440000005,173402.09999999998
2021,060106,17568940.99,137001.6
2021,060107,8549649.85,44354.7
2021,060108,62987476.57,301792.2
2021,060109,5130757.86,59832.15
2021,060110,8234340.52,16190.0
2021,060111,15069631.020000001,95386.0
2021,060112,3648822.43,38775.5
2021,060201,133264819.41,17574.6
2021,060202,32560939.21,376795.63
2021,060203,7828907.59,135602.26
2021,060204,5366115.39,104284.8
2021,060301,142644399.22,805192.76
2021,060302,2337275.08,12698.0
2021,060303,6671975.69,46624.5
2021,060304,6969246.4399999995,34770.0
2021,060305,2952283.56,500.0
2021,060306,3666740.92,12545.0
2021,060307,3641762.09,17142.5
2021,060308,6418789.83,44260.99
2021,060309,7851538.58,78761.28
2021,060310,18602228.69,21959.989999999998
2021,060311,1879909.4100000001,5016.0
2021,060312,5390605.7299999995,25692.0
2021,060401,359327858.18,16850408.1
2021,060402,14094098.85,9097.0
2021,060403,3271672.21,163215.13
2021,060404,3957237.92,19316.0
2021,060405,2330740.39,18413.0
2021,060406,4791776.4399999995,9349.0
2021,060407,9343181.180000002,12743.02
2021,060408,10220896.2,29782.0
2021,060409,14163102.41,48894.0
2021,060410,8232608.3100000005,221537.3
2021,060411,19197455.81,0.0
2021,060412,7993288.890000001,12683.0
2021,060413,18788330.91,5693686.13
2021,060414,1608820.8399999999,0.0
2021,060415,15940642.99,23360.0
2021,060416,2285944.82,4972.6
2021,060417,24000703.16,62744.5
2021,060418,2235398.95,5372.52
2021,060419,9448229.0,100677.25
2021,060501,69150562.41,16694.85
2021,060502,6120487.710000001,0.0
2021,060503,2513416.2199999997,6580.0
2021,060504,6918884.4,10042.0
2021,060505,5130992.62,15160.0
2021,060506,2574217.81,9719.5
2021,060507,3483610.85,0.0
2021,060508,34847002.769999996,0.0
2021,060601,338883152.08,14597743.56
2021,060602,16246215.940000001,146319.15
2021,060603,6895958.28,13458.0
2021,060604,2529811.7800000003,14683.0
2021,060605,4808734.24,23494.0
2021,060606,15728753.74,46427.17
2021,060607,29804756.93,136912.0
2021,060608,4720129.98,28538.86
2021,060609,8584466.31,11014.7
2021,060610,3491821.78,17506.0
2021,060611,8687425.8,19734.0
2021,060612,7501718.6,21124.0
2021,060613,7368982.16,54586.4
2021,060614,9102666.7,46641.0
2021,060615,2431923.5500000003,5519.5
2021,060701,187743558.68,4153760.79
2021,060702,10172953.86,37368.0
2021,060703,26757218.27,1220496.53
2021,060801,608533214.74,14298633.6
2021,060802,11884413.209999999,0.0
2021,060803,11225688.870000001,73171.06
2021,060804,21871056.47,50860.0
2021,060805,9721721.24,29935.549999999996
2021,060806,17738920.45,20220.0
2021,060807,23904844.330000002,57711.2
2021,060808,4855527.28,0.0
2021,060809,6639586.17,76889.5
2021,060810,5129309.84,62497.0
2021,060811,7210488.04,49201.0
2021,060812,16631502.61,26032.0
2021,060901,274633639.69,18452872.51
2021,060902,15231573.87,152262.75
2021,060903,21864330.64,153904.58000000002
2021,060904,27901064.37,70538.41
2021,060905,17981009.279999997,56180.0
2021,060906,37947184.47,151709.57
2021,060907,16390432.02,111386.0
2021,061001,91858657.81,0.0
2021,061002,17978075.84,20339.0
2021,061003,2625743.06,0.0
2021,061004,23456819.81,21982.0
2021,061005,20211890.19,5260.0
2021,061006,2445463.65,20949.4
2021,061007,8555965.86,85348.7
2021,061101,98184966.3,0.0
2021,061102,10867860.64,0.0
2021,061103,2908621.6999999997,27282.0
2021,061104,1633751.57,20390.0
2021,061105,3429671.08,10680.0
2021,061106,5534955.73,8795.0
2021,061107,12001517.17,19395.0
2021,061108,4993571.5,6375.0
2021,061109,9528378.35,18747.0
2021,061110,2253516.71,11090.0
2021,061111,2902706.0,12532.8
2021,061112,5811405.96,23256.0
2021,061113,2491209.61,50070.61
2021,061201,55814055.04,25200.0
2021,061202,9084692.22,19411.0
2021,061203,1346435.1300000001,8869.0
2021,061204,3365973.2,19674.8
2021,061301,117499105.03999999,2634129.06
2021,061302,3604214.0500000003,8261.3
2021,061303,25309812.39,55196.14
2021,061304,5025776.15,21786.9
2021,061305,8474001.54,20784.9
2021,061306,6856858.52,5980.0
2021,061307,20770618.94,17098.0
2021,061308,4693240.850000001,6623.0
2021,061309,1106524.16,0.0
2021,061310,2289923.89,5164.0
2021,061311,2719770.0100000002,9730.0
2021,070101,586158384.36,1147110.28
2021,070102,976038468.36,22095190.27
2021,070103,98049807.38,2128071.7600000002
2021,070104,2103711911.74,60721.119999999995
2021,070105,24957058.78,12923.5
2021,070106,417720205.04,2752734.5
2021,070107,35916594.87,154183.0
2021,080101,1007384166.59,6065064.2
2021,080102,4686943.0,45751.5
2021,080103,10267754.9,161074.72
2021,080104,148544903.73,13108465.18
2021,080105,65516226.04,1318471.82
2021,080106,239634910.3,17200072.79
2021,080107,7562434.35,0.0
2021,080108,1144515753.89,2648203.5
2021,080201,44345994.03,375527.18
2021,080202,5931452.12,11734.5
2021,080203,2996781.05,0.0
2021,080204,5547245.16,25581.29
2021,080205,15968473.96,39223.0
2021,080206,2737584.36,3194.0
2021,080207,6823275.72,11774.0
2021,080301,89049307.8,180772.41999999998
2021,080302,11131605.24,181172.0
2021,080303,2999374.96,22202.33
2021,080304,8519367.42,34617.0
2021,080305,8507848.43,22470.6
2021,080306,10034140.17,122814.0
2021,080307,5451129.48,26136.3
2021,080308,7755982.96,28072.0
2021,080309,3530381.6,1700.0
2021,080401,116368503.73,66018.38
2021,080402,4538148.38,9600.0
2021,080403,12123036.75,173521.0
2021,080404,16561038.7,26541.5
2021,080405,13483191.0,152616.28
2021,080406,11372541.49,159409.54
2021,080407,8770569.72,3054.6
2021,080408,18041257.5,32482.0
2021,080501,49074021.71,52536.4
2021,080502,14617341.0,101360.5
2021,080503,8436502.01,59692.5
2021,080504,6587053.8100000005,51679.6
2021,080505,10654381.36,41097.2
2021,080506,2607558.04,27696.7
2021,080507,16179521.58,38306.2
2021,080508,3432269.13,71901.0
2021,080601,275704541.29,13473203.06
2021,080602,8160655.96,54771.5
2021,080603,5630641.68,44018.25
2021,080604,11302626.16,58527.0
2021,080605,10509361.31,17720.0
2021,080606,5394519.51,55256.5
2021,080607,3672306.75,10484.7
2021,080608,4857841.9399999995,63139.56
2021,080701,167078465.51,4933950.79
2021,080702,14062566.25,41797.95
2021,080703,19270746.3,453260.13
2021,080704,30009468.919999998,600460.23
2021,080705,59505015.04,257032.41
2021,080706,13734779.04,164511.5
2021,080707,16118204.56,69507.5
2021,080708,23409053.02,159623.62
2021,080801,229931141.44,1599789.16
2021,080802,8949140.13,30.0
2021,080803,37338718.17,280676.35
2021,080804,10741675.59,50265.4
2021,080805,22918465.38,35859.130000000005
2021,080806,19199453.26,544827.6
2021,080807,12407521.39,50833.0
2021,080808,9523657.25,102028.3
2021,080901,329653729.49,15314938.98
2021,080902,128790665.8,4463967.05
2021,080903,18434730.38,23468.48
2021,080904,10268248.83,80155.25
2021,080905,15033421.48,87947.12
2021,080906,67200389.15,1700055.29
2021,080907,117986980.7,5677274.93
2021,080908,24063533.29,88366.6
2021,080909,55182818.94,173655.1
2021,080910,230857720.64,129072.35
2021,080911,21199017.36,492982.3
2021,080912,10503571.54,0.0
2021,080913,13718125.91,59769.5
2021,080914,150759813.18,5403474.38
2021,080915,15591687.02,0.0
2021,080916,2296180.8,49023.6
2021,080917,2920657.88,47235.0
2021,080918,1673714.54,0.0
2021,081001,75241226.71,72233.85
2021,081002,6051211.86,186010.15
2021,081003,11140985.28,28473.2
2021,081004,4105809.6,0.0
2021,081005,8555089.69,26397.0
2021,081006,11705777.81,260187.6
2021,081007,3878541.26,484881.52
2021,081008,1520940.98,0.0
2021,081009,12950069.19,9910.8
2021,081101,115730753.7,189892.44
2021,081102,6978473.27,2340645.53
2021,081103,17175270.74,40971.0
2021,081104,13052875.93,96745.4
2021,081105,11877249.94,318355.5
2021,081106,11133682.53,0.0
2021,081201,122820437.55,331723.13999999996
2021,081202,7640158.58,26721.9
2021,081203,6295996.91,86618.45
2021,081204,7842642.45,16477.4
2021,081205,24741072.26,301927.29
2021,081206,7725156.8,18139.0
2021,081207,6785133.13,36446.55
2021,081208,6234874.38,41744.5
2021,081209,11104518.19,577598.3
2021,081210,21111394.46,165862.59
2021,081211,9345635.77,49440.0
2021,081212,18362625.44,402880.25
2021,081301,87742616.10000001,0.0
2021,081302,13973910.59,62972.1
2021,081303,5903469.26,28828.600000000002
2021,081304,15075626.12,47830.9
2021,081305,11362505.1,489989.58999999997
