ubigeo,n_edificios,area_construida_m2,confianza_media,area_distrito_km2,densidad_edificios_km2
020202,1964,100288.77370262146,0.7759856929179364,260.0887810570149,7.551267655675872
020203,454,25497.346158504486,0.7785339213677965,40.0810441684276,11.327050215862942
020204,2897,161951.7484986782,0.7819886783052404,157.34038829872188,18.41230996900707
020205,1015,66342.07553482056,0.7848377339945638,77.73229456908236,13.057635898010803
020301,3346,277304.68838178937,0.7696707710418884,95.74120816890691,34.94837869704942
020302,1960,145172.58085036278,0.7841928575111895,65.74552528879902,29.81191482447434
020303,1857,126575.90431642532,0.7746523429324181,72.28721703116334,25.68918926840743
020304,2548,186223.59622335434,0.7787635787222037,50.733480444659904,50.22324464372909
020305,4511,279150.4670982361,0.7928853025063262,172.77709558097683,26.108784760106083
020306,1362,97567.68935108185,0.7876172540558942,102.36464405531099,13.305375235457923
020401,5833,397132.70264557266,0.7800185156076989,453.0884037399152,12.87386733329043
020402,4751,276647.134963274,0.7809274887140363,76.86043428316506,61.813337958729484
020501,3958,276271.7064148525,0.782739236747574,186.56773025007075,21.214815631271254
020502,328,21824.89620603485,0.7804243900790447,11.955308815899084,27.43551045405038
020503,1083,73116.12044763565,0.783915512779743,122.41358381968881,8.847057378821809
020504,3647,212757.03992509842,0.7820194954574027,438.62860314874933,8.314551248640791
020505,1863,126987.50641393661,0.7786536760952162,185.94138800359445,10.019286292323397
020506,308,18684.027318954468,0.7664389606420096,20.817392179765058,14.79532101525101
020507,2419,157426.3038830757,0.7715358823081983,306.2704804005056,7.898247316674815
020508,7475,482089.7725192913,0.7850957995114917,821.3085075387303,9.101330293534678
020509,2504,145340.56841421127,0.7889225632904436,391.35580923568034,6.39826965872903
020510,1075,60049.31790781021,0.7819857666104338,117.95108093370118,9.11394784592304
020511,348,19078.62834405899,0.7784321845948011,62.725593613074636,5.547974597843618
020512,941,51445.004811286926,0.7813267789535644,126.54575019902403,7.43604584523817
020513,1148,71978.95278596878,0.7915887630151954,211.48525124277336,5.428274516799092
020514,521,30543.861028194427,0.7776032642759884,42.891027367910276,12.147062730182954
020515,899,53988.089396476746,0.7835460504117081,92.9358185418137,9.673342464784144
020601,16033,1320555.0689530177,0.7673734918265545,196.1410174927096,81.74220876872903
020602,3865,358864.98571231164,0.7654487454413134,14.632911151405542,264.1306271875199
020603,1659,95717.04258475266,0.7723503917222141,13.262349636398808,125.09095639032455
020604,3615,203577.60679340363,0.7682371233508795,43.38792731333859,83.31810768219513
020605,1876,102240.67919778824,0.7704824098963727,46.553428120932175,40.29778419597159
020606,10798,1254593.2185654968,0.776449981365497,177.72338844469704,60.757338099931964
020607,1866,120540.76821041107,0.770854448071119,11.97426563217804,155.83419119963074
020608,3373,167983.1728113983,0.7733690192640764,123.43553121674717,27.326005460106668
020609,3776,190693.57653570175,0.7655560645764157,128.32264535880623,29.42582729214964
020610,3854,264082.2895014698,0.7690676952435306,15.813801289914865,243.7111690822788
020611,3798,235172.98808326112,0.7715276989452208,45.45819176796974,83.54929776762714
020701,12667,739066.4070009895,0.7836585297734734,248.45891462796186,50.982272135283814
020702,3599,230594.98573732376,0.7898328422539497,205.77463444141878,17.490007987474208
020703,6418,380004.2874581814,0.7804933466637161,175.3627702306676,36.59841819080487
020801,28778,2226278.7831114,0.7564016992623782,1212.7001238002836,23.73051625476652
020802,5437,374554.0132566589,0.7679180611423081,482.42544023912865,11.270135333876645
020803,4236,331689.9006757736,0.7584440983670067,219.40365323149322,19.306879979480506
020804,7733,512405.8273061783,0.7710183113447279,366.834475708673,21.0803523443671
020901,1678,132509.03661320495,0.7899703820712234,152.29652169991712,11.01797980197018
020902,447,33065.377945423126,0.7948069337763776,57.70474469075553,7.746330087681866
020903,444,27515.96782398224,0.7869067562592996,154.4510002391607,2.874698119872874
020904,2396,151488.82574700698,0.7930590149904532,427.71572828625693,5.601851513855088
020905,1326,92196.43171215057,0.7850484909604937,95.06842645436342,13.947848401977414
020906,580,40940.042543411255,0.7933979314976725,46.997647308761294,12.34104329073248
020907,450,32341.020137310028,0.7855742224057516,85.26111568665515,5.277904193205776
021001,9887,755277.3408885181,0.7895444723934499,401.31685914483495,24.63639335030226
021002,1632,121526.52742052078,0.7923611516826877,81.00033587865815,20.148064601174042
021003,3675,212632.44313430786,0.7866278369410509,166.1338585194707,22.12071658811978
021004,11154,683131.5292787796,0.7865962168852745,421.1046089531624,26.48748021953046
021005,1956,121167.41714477539,0.7901151328060037,89.40261448256875,21.8785547975375
021006,1200,101253.91720819473,0.805295834094286,76.58403323228133,15.669062457971746
021007,3745,215945.41008758545,0.7837211484902691,152.69873947383277,24.525415290947848
021008,4060,249272.7607281208,0.7844890640874215,162.42349225539024,24.996384104438338
021009,2282,140937.48647594452,0.7789141104265225,75.53289461086527,30.212002489200756
021010,1525,132158.02487786408,0.8056710825591791,139.55343438197474,10.927713866402524
021011,2320,145667.8172003494,0.7876565515481192,119.49776912011319,19.414588381713234
021012,666,54262.67015040283,0.7828477484148901,9.587047479424657,69.4687286601368
021013,1135,91667.19950056076,0.789684316082673,146.11621194363957,7.767789657986726
021014,19874,1234607.0475628243,0.7806638068442399,563.8108613183001,35.24940962210394
021015,2729,161901.076274395,0.7865183950344168,144.5505177075293,18.879212909646
021016,1936,154363.67014312744,0.791113222679816,52.099479386717064,37.159680342095506
021101,20714,2411112.085901785,0.761679274745,2920.6641613282004,7.092222472637904
